10	N05CA06	SECOBARBITAL	28:24.0	BARBITURATES
73638	N05CF01	ZOPICLONE	28:24.9	MISCELLANEOUS ANXIOLYTICS SEDATIVES AND HYPNOTICS
73639	N05CF01	ZOPICLONE	28:24.9	MISCELLANEOUS ANXIOLYTICS SEDATIVES AND HYPNOTICS
7364	N02BE01	ACETAMINOPHEN (PARACETAMOL)	28:08.9	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS
73645	S01XA20	ARTIFICIAL TEARS AND OTHER INDIFFERENT PREP.	53:32.0	"EENT DRUGS, MISCELLANEOUS"
73647	N06AB04	CITALOPRAM	28:16.04.20	SELECTIVE-SEROTONIN REUPTAKE INHIBITORS
73649	N06AB04	CITALOPRAM	28:16.04.20	SELECTIVE-SEROTONIN REUPTAKE INHIBITORS
73651	D11AX11	HYDROQUINONE	24:50.0	DEPIGMENTING AGENTS
73653	D02BA02	OCTYL METHOXYCINNAMATE	84:80.00	SUNSCREEN AGENTS
73654	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
73657	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
73666	J01MA02	CIPROFLOXACIN	08:12.2	QUINOLONES
73667	J01MA02	CIPROFLOXACIN	08:12.2	QUINOLONES
73668	J01MA02	CIPROFLOXACIN	08:12.2	QUINOLONES
73671	D08AE04	TRICLOSAN	24:04.9	MISCELLANEOUS LOCAL ANTI-INFECTIVES
73673	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
73674	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
73682	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
73684	V07AV	TECHNICAL DISINFECTANTS	38:00.0	DISINFECTANTS (FOR AGENTS USED ON OBJECT)
73696	D11AX12	PYRITHIONE ZINC	24:04.9	MISCELLANEOUS LOCAL ANTI-INFECTIVES
737	N05BA02	CHLORDIAZEPOXIDE	28:24.1	BENZODIAZEPINES
7370	B05ZA	"HEMODIALYTICS, CONCENTRATES"	40:34.00*	HEMODIALYSIS SOLUTION
73700	N06AB04	CITALOPRAM	28:16.04.20	SELECTIVE-SEROTONIN REUPTAKE INHIBITORS
73701	N06AB04	CITALOPRAM	28:16.04.20	SELECTIVE-SEROTONIN REUPTAKE INHIBITORS
73707	D08AJ01	BENZALKONIUM	24:04.9	MISCELLANEOUS LOCAL ANTI-INFECTIVES
7371	B05ZA	"HEMODIALYTICS, CONCENTRATES"	40:34.00*	HEMODIALYSIS SOLUTION
73711	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
73715	N06AX11	MIRTAZAPINE	28:16.04.92	MISCELLANEOUS ANTIDEPRESSANTS
7372	B05ZA	"HEMODIALYTICS, CONCENTRATES"	40:34.00*	HEMODIALYSIS SOLUTION
73723	V07AV	TECHNICAL DISINFECTANTS	38:00.0	DISINFECTANTS (FOR AGENTS USED ON OBJECT)
73725	N02BE01	ACETAMINOPHEN (PARACETAMOL)	28:08.9	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS
73727	N02BA01	ACETYLSALICYLIC ACID	28:08.04.24	SALICYLATES
73728	N02BE01	ACETAMINOPHEN (PARACETAMOL)	28:08.9	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS
7373	B05ZA	"HEMODIALYTICS, CONCENTRATES"	40:34.00*	HEMODIALYSIS SOLUTION
73730	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
73731	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
73739	D08AE05	CHLOROXYLENOL	24:04.9	MISCELLANEOUS LOCAL ANTI-INFECTIVES
7374	B05ZA	"HEMODIALYTICS, CONCENTRATES"	40:34.00*	HEMODIALYSIS SOLUTION
73743	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	04:04.0	ETHANOLAMINE DERIVATIVES
73743	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	28:08.9	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS
73745	S01AE01	OFLOXACIN	52:04.0	ANTIBACTERIALS
73749	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
7375	B05ZA	"HEMODIALYTICS, CONCENTRATES"	40:34.00*	HEMODIALYSIS SOLUTION
73756	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
7376	A06AD04	MAGNESIUM SULPHATE	56:12.0	CATHARTICS AND LAXATIVES
73760	D08AE04	TRICLOSAN	24:04.9	MISCELLANEOUS LOCAL ANTI-INFECTIVES
7377	A06AX01	GLYCEROL	56:12.0	CATHARTICS AND LAXATIVES
73773	V07AV	TECHNICAL DISINFECTANTS	38:00.0	DISINFECTANTS (FOR AGENTS USED ON OBJECT)
7378	D08AX01	HYDROGEN PEROXIDE	24:04.9	MISCELLANEOUS LOCAL ANTI-INFECTIVES
73780	A06AB52	"BISACODYL, COMBINATIONS"	56:12.0	CATHARTICS AND LAXATIVES
7379			92:01.00*	HERBS AND NATURAL PRODUCTS
73797	L01XX35	ANAGRELIDE	20:12.1	PLATELET-REDUCING AGENTS
738	QA07AA51	"NEOMYCIN, COMBINATIONS"		
7380	A12CX	OTHER MINERAL PRODUCTS	88:29.00*	MINERALS
73805	D02BA02	OCTYL METHOXYCINNAMATE	84:80.00	SUNSCREEN AGENTS
73821	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
73822	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	12:12.1	ALPHA-AND BETA-ADRENERGIC AGONISTS
73822	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	28:08.9	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS
73823	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	04:04.0	ETHANOLAMINE DERIVATIVES
73823	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	28:08.9	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS
73828	R06AA02	DIPHENHYDRAMINE	04:04.0	ETHANOLAMINE DERIVATIVES
7383	A12CX	OTHER MINERAL PRODUCTS	88:29.00*	MINERALS
73831	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
73833	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
7384	C07AA05	PROPRANOLOL	24:24.0	BETA-ADRENERGIC BLOCKING AGENTS
73843	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
73844	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
73845	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
73846	C07AB02	METOPROLOL	24:24.0	BETA-ADRENERGIC BLOCKING AGENTS
73847	C07AB02	METOPROLOL	24:24.0	BETA-ADRENERGIC BLOCKING AGENTS
73848	C07AB02	METOPROLOL	24:24.0	BETA-ADRENERGIC BLOCKING AGENTS
7385	A11JB	VITAMINS WITH MINERALS	88:28.01*	VITAMINS & MINERALS
73858	V07AV	TECHNICAL DISINFECTANTS	38:00.0	DISINFECTANTS (FOR AGENTS USED ON OBJECT)
7386	A11JB	VITAMINS WITH MINERALS	88:28.01*	VITAMINS & MINERALS
7387			88:29.00*	MINERALS
73881	D11AA	ANTIHIDROTICS	24:12.0	ASTRINGENTS AND DEODORANTS
73882	D11AA	ANTIHIDROTICS	24:12.0	ASTRINGENTS AND DEODORANTS
73884	D11AA	ANTIHIDROTICS	24:12.0	ASTRINGENTS AND DEODORANTS
73887	S01AE03	CIPROFLOXACIN	52:04.0	ANTIBACTERIALS
7389	N05AD01	HALOPERIDOL	28:16.08.08	BUTYROPHENONES
73896	V07AV	TECHNICAL DISINFECTANTS	38:00.0	DISINFECTANTS (FOR AGENTS USED ON OBJECT)
7390	N05AD01	HALOPERIDOL	28:16.08.08	BUTYROPHENONES
73931	R05DA09	DEXTROMETHORPHAN	48:08.0	ANTITUSSIVES
73933	R06AA02	DIPHENHYDRAMINE	04:04.0	ETHANOLAMINE DERIVATIVES
73937	B02BD02	COAGULATION FACTOR VIII	20:28.2	HEMOSTATICS
73938	B02BD02	COAGULATION FACTOR VIII	20:28.2	HEMOSTATICS
73939	B02BD02	COAGULATION FACTOR VIII	20:28.2	HEMOSTATICS
73943	V07AV	TECHNICAL DISINFECTANTS	38:00.0	DISINFECTANTS (FOR AGENTS USED ON OBJECT)
73949	V07AV	TECHNICAL DISINFECTANTS	38:00.0	DISINFECTANTS (FOR AGENTS USED ON OBJECT)
7395	V07AV	TECHNICAL DISINFECTANTS	38:00.0	DISINFECTANTS (FOR AGENTS USED ON OBJECT)
73953	V07AV	TECHNICAL DISINFECTANTS	38:00.0	DISINFECTANTS (FOR AGENTS USED ON OBJECT)
7397	A11JB	VITAMINS WITH MINERALS	88:28.01*	VITAMINS & MINERALS
7398			28:28.0	MULTIVITAMIN PREPARATIONS
73981	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
73982	D08AE04	TRICLOSAN	24:04.9	MISCELLANEOUS LOCAL ANTI-INFECTIVES
73984	V07AV	TECHNICAL DISINFECTANTS	38:00.0	DISINFECTANTS (FOR AGENTS USED ON OBJECT)
73988	A10BB09	GLICLAZIDE	08:20.2	SULFONYLUREAS
7399	A11JB	VITAMINS WITH MINERALS	88:28.01*	VITAMINS & MINERALS
73992	N06AB05	PAROXETINE	28:16.04.20	SELECTIVE-SEROTONIN REUPTAKE INHIBITORS
73993	N06AB05	PAROXETINE	28:16.04.20	SELECTIVE-SEROTONIN REUPTAKE INHIBITORS
73996	C08DB01	DILTIAZEM	24:28.9	MISCELLANEOUS CALCIUM-CHANNEL BLOCKING AGENTS
73997	C08DB01	DILTIAZEM	24:28.9	MISCELLANEOUS CALCIUM-CHANNEL BLOCKING AGENTS
73998	C08DB01	DILTIAZEM	24:28.9	MISCELLANEOUS CALCIUM-CHANNEL BLOCKING AGENTS
73999	C08DB01	DILTIAZEM	24:28.9	MISCELLANEOUS CALCIUM-CHANNEL BLOCKING AGENTS
7400	A11GA01	ASCORBIC ACID (VIT C)	28:12.0	VITAMIN C
74001	C10AB04	GEMFIBROZIL	24:06.1	FRIBIC ACID DERIVATIVES
74002	C10AB04	GEMFIBROZIL	24:06.1	FRIBIC ACID DERIVATIVES
74009	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	48:08.0	ANTITUSSIVES
74010	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	48:08.0	ANTITUSSIVES
74020	D11AA	ANTIHIDROTICS	24:12.0	ASTRINGENTS AND DEODORANTS
74023	D11AA	ANTIHIDROTICS	24:12.0	ASTRINGENTS AND DEODORANTS
74027	D11AA	ANTIHIDROTICS	24:12.0	ASTRINGENTS AND DEODORANTS
74029	D11AA	ANTIHIDROTICS	24:12.0	ASTRINGENTS AND DEODORANTS
74030	D11AA	ANTIHIDROTICS	24:12.0	ASTRINGENTS AND DEODORANTS
74034	D11AA	ANTIHIDROTICS	24:12.0	ASTRINGENTS AND DEODORANTS
74035	D11AA	ANTIHIDROTICS	24:12.0	ASTRINGENTS AND DEODORANTS
74036	D11AA	ANTIHIDROTICS	24:12.0	ASTRINGENTS AND DEODORANTS
74045	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
74046	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
74055	D08AE04	TRICLOSAN	24:04.9	MISCELLANEOUS LOCAL ANTI-INFECTIVES
74060	N02BA01	ACETYLSALICYLIC ACID	28:08.04.24	SALICYLATES
74061	N05AH01	LOXAPINE	28:16.08.92	MISCELLANEOUS ANTIPSYCHOTICS
74062	N05AH01	LOXAPINE	28:16.08.92	MISCELLANEOUS ANTIPSYCHOTICS
74063	N02BA01	ACETYLSALICYLIC ACID	28:08.04.24	SALICYLATES
74064	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	04:04.0	ETHANOLAMINE DERIVATIVES
74064	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	28:08.9	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS
74076	N05CD02	NITRAZEPAM	28:24.1	BENZODIAZEPINES
74077	N05CD02	NITRAZEPAM	28:24.1	BENZODIAZEPINES
74078	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
74087	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
7409	D02AB	ZINC PRODUCTS	24:24.1	BASIC OINTMENTS AND PROTECTANTS
74096	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
74098	V07AV	TECHNICAL DISINFECTANTS	38:00.0	DISINFECTANTS (FOR AGENTS USED ON OBJECT)
74099	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
741	N06AA09	AMITRIPTYLINE	28:16.04.28	TRICYCLICS AND OTHER NOREPINEPHRINE-REUPTAKE INHIBITORS
7410	D08AB	ALUMINIUM AGENTS	24:12.0	ASTRINGENTS AND DEODORANTS
74102	D04AB01	LIDOCAINE	24:08.0	ANTIPRURITICS AND LOCAL ANESTHETICS
74105	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
74106	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
7411	A06AB05	CASTOR OIL	56:12.0	CATHARTICS AND LAXATIVES
74113	V07AV	TECHNICAL DISINFECTANTS	38:00.0	DISINFECTANTS (FOR AGENTS USED ON OBJECT)
74114	V07AV	TECHNICAL DISINFECTANTS	38:00.0	DISINFECTANTS (FOR AGENTS USED ON OBJECT)
7414	J01FA01	ERYTHROMYCIN	08:12.12.04	ERYTHROMYCINS
74144	V07AV	TECHNICAL DISINFECTANTS	38:00.0	DISINFECTANTS (FOR AGENTS USED ON OBJECT)
74145	D08AJ01	BENZALKONIUM	24:04.9	MISCELLANEOUS LOCAL ANTI-INFECTIVES
74146	D10AE01	BENZOYL PEROXIDE	24:28.0	KERATOLYTIC AGENTS
74147	D10AE01	BENZOYL PEROXIDE	24:28.0	KERATOLYTIC AGENTS
74149	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
7415	D11AA	ANTIHIDROTICS	24:12.0	ASTRINGENTS AND DEODORANTS
74151	B05ZA	"HEMODIALYTICS, CONCENTRATES"	40:34.00*	HEMODIALYSIS SOLUTION
74158	D08AX58	"ETHANOL, COMBINATIONS"	24:04.9	MISCELLANEOUS LOCAL ANTI-INFECTIVES
7416	A06AD11	LACTULOSE	40:10.0	AMMONIA DETOXICANTS
74162	D07AD01	CLOBETASOL	24:06.0	ANTI-INFLAMMATORY AGENTS
74176	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
74177	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
7418	S03CA06	BETAMETHASONE AND ANTIINFECTIVES	52:04.0	ANTIBACTERIALS
7418	S03CA06	BETAMETHASONE AND ANTIINFECTIVES	52:08.1	CORTICOSTEROIDS
74187	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
74188	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
74189	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
74190	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
74191	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
742			92:01.00*	HERBS AND NATURAL PRODUCTS
7420	A12CB02	ZINC GLUCONATE	88:29.00*	MINERALS
74203	C09AA03	LISINOPRIL	24:32.0	ANGIOTENSIN-CONVERTING ENZYME INHIBITORS
74204	C09AA03	LISINOPRIL	24:32.0	ANGIOTENSIN-CONVERTING ENZYME INHIBITORS
74205	C09AA03	LISINOPRIL	24:32.0	ANGIOTENSIN-CONVERTING ENZYME INHIBITORS
74206	N03AX11	TOPIRAMATE	28:12.9	MISCELLANEOUS ANTICONVULSANTS
74207	N03AX11	TOPIRAMATE	28:12.9	MISCELLANEOUS ANTICONVULSANTS
74208	N03AX11	TOPIRAMATE	28:12.9	MISCELLANEOUS ANTICONVULSANTS
74209	C10AA03	PRAVASTATIN	24:06.1	HMG-COA REDUCTASE INHIBITORS
74210	C10AA03	PRAVASTATIN	24:06.1	HMG-COA REDUCTASE INHIBITORS
74211	C10AA03	PRAVASTATIN	24:06.1	HMG-COA REDUCTASE INHIBITORS
74212	A03AX13	SILICONES	56:10.0	ANTIFLATULENTS
74213	A03AX13	SILICONES	56:10.0	ANTIFLATULENTS
74214	V07AV	TECHNICAL DISINFECTANTS	38:00.0	DISINFECTANTS (FOR AGENTS USED ON OBJECT)
74215	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
74216	V07AV	TECHNICAL DISINFECTANTS	38:00.0	DISINFECTANTS (FOR AGENTS USED ON OBJECT)
74218	D08AE04	TRICLOSAN	24:04.9	MISCELLANEOUS LOCAL ANTI-INFECTIVES
74225	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
74226	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
74229	D11AX11	HYDROQUINONE	24:50.0	DEPIGMENTING AGENTS
7424	C07AB04	ACEBUTOLOL	24:24.0	BETA-ADRENERGIC BLOCKING AGENTS
74241	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
74242	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
74244	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
74245	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
74246	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
74248	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
74257	C03EA01	HYDROCHLOROTHIAZIDE AND POTASSIUM-SPARING AGENTS	40:28.2	POTASSIUM-SPARING DIURETICS
74257	C03EA01	HYDROCHLOROTHIAZIDE AND POTASSIUM-SPARING AGENTS	40:28.2	THIAZIDE DIURETICS
74263	D04AB01	LIDOCAINE	24:04.9	MISCELLANEOUS LOCAL ANTI-INFECTIVES
74263	D04AB01	LIDOCAINE	24:08.0	ANTIPRURITICS AND LOCAL ANESTHETICS
74267	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
74268	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
74269	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
74270	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
74271	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
74272	D11AA	ANTIHIDROTICS	24:12.0	ASTRINGENTS AND DEODORANTS
7428	A11CB	VITAMIN A AND D IN COMBINATION	88:04.01*	VITAMIN A AND D
74287	C07AB03	ATENOLOL	24:24.0	BETA-ADRENERGIC BLOCKING AGENTS
74288	C07AB03	ATENOLOL	24:24.0	BETA-ADRENERGIC BLOCKING AGENTS
7429	A09AA04	TILACTASE	56:16.0	DIGESTANTS
74291	N06AB08	FLUVOXAMINE	28:16.04.20	SELECTIVE-SEROTONIN REUPTAKE INHIBITORS
74292	N06AB08	FLUVOXAMINE	28:16.04.20	SELECTIVE-SEROTONIN REUPTAKE INHIBITORS
74293	H01BA02	DESMOPRESSIN	08:28.0	PITUITARY
74294	H01BA02	DESMOPRESSIN	08:28.0	PITUITARY
743	N05AD01	HALOPERIDOL	28:16.08.08	BUTYROPHENONES
7430	A12AX	"CALCIUM, COMBINATIONS WITH VITAMIN D AND/OR OTHER DRUGS"	88:28.01*	VITAMINS & MINERALS
74302	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
7431	D04AX	OTHER ANTIPRURITICS	24:08.0	ANTIPRURITICS AND LOCAL ANESTHETICS
74316	V07AV	TECHNICAL DISINFECTANTS	38:00.0	DISINFECTANTS (FOR AGENTS USED ON OBJECT)
74317	V07AV	TECHNICAL DISINFECTANTS	38:00.0	DISINFECTANTS (FOR AGENTS USED ON OBJECT)
7432	D08AG53	"IODINE, COMBINATIONS"	24:04.9	MISCELLANEOUS LOCAL ANTI-INFECTIVES
74321	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
74322	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
74327	D04AB01	LIDOCAINE	24:08.0	ANTIPRURITICS AND LOCAL ANESTHETICS
7433	N02AJ07	CODEINE AND ACETYLSALICYLIC ACID	28:08.04.24	SALICYLATES
7433	N02AJ07	CODEINE AND ACETYLSALICYLIC ACID	28:08.1	OPIATE AGONISTS
74330	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
74331	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
74336	N02AA05	OXYCODONE	28:08.1	OPIATE AGONISTS
74337	D02BA02	OCTYL METHOXYCINNAMATE	84:80.00	SUNSCREEN AGENTS
74345	V07AV	TECHNICAL DISINFECTANTS	38:00.0	DISINFECTANTS (FOR AGENTS USED ON OBJECT)
74346	D02BA02	OCTYL METHOXYCINNAMATE	84:80.00	SUNSCREEN AGENTS
7435	B05CB01	SODIUM CHLORIDE	40:36.0	IRRIGATING SOLUTIONS
74359	D10AE01	BENZOYL PEROXIDE	24:28.0	KERATOLYTIC AGENTS
7436	D10AB02	SULPHUR	24:28.0	KERATOLYTIC AGENTS
74360	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
74363	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
7437	V07AV	TECHNICAL DISINFECTANTS	38:00.0	DISINFECTANTS (FOR AGENTS USED ON OBJECT)
74373	V07AV	TECHNICAL DISINFECTANTS	38:00.0	DISINFECTANTS (FOR AGENTS USED ON OBJECT)
7438	V07AV	TECHNICAL DISINFECTANTS	38:00.0	DISINFECTANTS (FOR AGENTS USED ON OBJECT)
74402	A10BD04	GLIMEPIRIDE AND ROSIGLITAZONE	08:20.2	SULFONYLUREAS
74402	A10BD04	GLIMEPIRIDE AND ROSIGLITAZONE	08:20.3	THIAZOLIDINEDIONES
74403	A10BD04	GLIMEPIRIDE AND ROSIGLITAZONE	08:20.2	SULFONYLUREAS
74403	A10BD04	GLIMEPIRIDE AND ROSIGLITAZONE	08:20.3	THIAZOLIDINEDIONES
74404	A10BD04	GLIMEPIRIDE AND ROSIGLITAZONE	08:20.2	SULFONYLUREAS
74404	A10BD04	GLIMEPIRIDE AND ROSIGLITAZONE	08:20.3	THIAZOLIDINEDIONES
74405	A01AA01	SODIUM FLUORIDE	34:00.0	DENTAL AGENTS
74406	D04AB01	LIDOCAINE	24:08.0	ANTIPRURITICS AND LOCAL ANESTHETICS
74407	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
74408	D02BA02	OCTYL METHOXYCINNAMATE	84:80.00	SUNSCREEN AGENTS
7441	D04AB01	LIDOCAINE	24:04.9	MISCELLANEOUS LOCAL ANTI-INFECTIVES
7441	D04AB01	LIDOCAINE	24:08.0	ANTIPRURITICS AND LOCAL ANESTHETICS
74410	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
74412	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
74424	V07AV	TECHNICAL DISINFECTANTS	38:00.0	DISINFECTANTS (FOR AGENTS USED ON OBJECT)
74425	V07AV	TECHNICAL DISINFECTANTS	38:00.0	DISINFECTANTS (FOR AGENTS USED ON OBJECT)
74430	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
74433	L04AA15	ALEFACEPT	84:92.00	MISC. SKIN AND MUCOUS MEMBRANE AGENTS
74434	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
74435	A01AD11	VARIOUS	52:16.0	LOCAL ANESTHETICS
74438	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
74441	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
74449	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
7445	C07AA05	PROPRANOLOL	24:24.0	BETA-ADRENERGIC BLOCKING AGENTS
74450	D02BA02	OCTYL METHOXYCINNAMATE	84:80.00	SUNSCREEN AGENTS
74451	D02BA02	OCTYL METHOXYCINNAMATE	84:80.00	SUNSCREEN AGENTS
74452	C10AC01	COLESTYRAMINE	24:06.0	BILE ACID SEQUESTRANTS
74453	C10AC01	COLESTYRAMINE	24:06.0	BILE ACID SEQUESTRANTS
74455	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
74456	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
74458	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
7446	A11CB	VITAMIN A AND D IN COMBINATION	88:04.01*	VITAMIN A AND D
