concept_code	concept_name
T86.00	Haematopoietic stem cell transplant failure
T86.01	Acute graft-versus-host disease, grades I and II
T86.02	Acute graft-versus-host disease, grades III and IV
T86.03	Chronic graft-versus-host disease, limited form
T86.04	Chronic graft-versus-host disease, pronounced form
T86.05	Chronic graft-versus-host disease, mild
T86.06	Chronic graft-versus-host disease, moderate
T86.07	Chronic graft-versus-host disease, severe
T86.09	Graft versus host disease, unspecified
T86.10	Acute deterioration in the function of a kidney transplant
T86.11	Chronic deterioration in the function of a kidney transplant
T86.12	Delayed start of graft function
T86.19	Other and unspecified dysfunction, failure and rejection of a kidney transplant
T86.40	Acute deterioration in function of a liver transplant
T86.41	Chronic deterioration of the function of a liver transplant
T86.49	Other and unspecified dysfunction, failure and rejection of a liver transplant
T86.5	Skin graft failure and rejection
T86.50	Circulatory disorder of a skin graft
T86.51	Skin graft necrosis
T86.52	Loss of a skin graft
T86.59	Other and unspecified failure and rejection of a skin graft
T86.81	Failure and rejection: lung transplant
T86.82	Failure and Rejection: Pancreatic Graft
T86.83	Failure and Rejection: Corneal Graft of the Eye
T86.88	Failure and Rejection: Other Transplanted Organs and Tissues
T89	Other specified complications of trauma
T89.0	Open wound complications
T89.00	Open wound complications: unspecified
T89.01	Open wound complications: foreign body (with or without infection)
T89.02	Open wound complications: infection
T89.03	Open Wound Complications: Other
U04.0	Unused key number U04.0
U04.1	Unused key number U04.1
U04.2	Unused key number U04.2
U04.3	Unused key number U04.3
U04.4	Unused key number U04.4
U04.5	Unused key number U04.5
U04.6	Unused key number U04.6
U04.7	Unused key number U04.7
U04.8	Unused key number U04.8
U05	Unused key numbers
U05.0	Unused key number U05.0
U05.1	Unused key number U05.1
U05.2	Unused key number U05.2
U05.3	Unused key number U05.3
U05.4	Unused key number U05.4
U05.5	Unused key number U05.5
U05.6	Unused key number U05.6
U05.7	Unused key number U05.7
U05.8	Unused key number U05.8
U05.9	Unused key number U05.9
U07.0	Unused key number U07.0
U07.0	Health disorder associated with the use of e-cigarettes [vaporizers]
U07.1	Unused key number U07.1
U07.1	COVID-19, virus detected
U07.2	Unused key number U07.2
U07.2	COVID-19, virus not detected
U50	Motor function restriction
U50.0	Little or no motor function restriction
U50.00	Little or no motor function impairment: Barthel index: 100 points
U50.01	Little or no motor function restriction: Motor FIM: 85-91 points
U50.1	Slight motor function restriction
U50.10	Slight motor function impairment: Barthel index: 80-95 points
U50.11	Slight motor function restriction: Motor FIM: 69-84 points
U50.2	Medium motor impairment
U50.20	Medium motor impairment: Barthel index: 60-75 points
U50.21	Medium motor function restriction: Motor FIM: 59-68 points
U50.3	Moderate motor impairment
U50.30	Moderate motor impairment: Barthel index: 40-55 points
U50.31	Moderate motor function impairment: Motor FIM: 43-58 points
U50.4	Severe motor impairment
U50.40	Serious motor impairment: Barthel index: 20-35 points
U50.41	Severe motor function restriction: Motor FIM: 31-42 points
U50.5	Very severe motor impairment
U50.50	Very severe motor impairment: Barthel index: 0-15 points
U50.51	Very severe motor function restriction: Motor FIM: 13-30 points
U51	Cognitive impairment
U51.0	No or only slight cognitive impairment
U51.00	No or only slight cognitive impairment: Extended Barthel Index: 70-90 points
U51.01	No or slight cognitive impairment: Cognitive FIM: 30-35 points
U51.02	No or slight cognitive impairment: MMSE: 24-30 points
U51.1	Moderate cognitive impairment
U51.10	Medium cognitive impairment: Extended Barthel index: 20-65 points
U51.11	Medium cognitive impairment: Cognitive FIM: 11-29 points
U51.12	Medium cognitive impairment: MMSE: 17-23 points
U51.2	Severe cognitive impairment
U51.20	Severe cognitive impairment: Extended Barthel index: 0-15 points
U51.21	Severe cognitive impairment: Cognitive FIM: 5-10 points
U51.22	Severe cognitive impairment: MMSE: 0-16 points
U52	Early Rehabilitation Barthel Index [FRB]
U52.0	Early rehabilitation Barthel index: 31 and more points
U52.1	Early rehabilitation Barthel index: -75 to 30 points
U52.2	Early rehabilitation Barthel index: -200 to -76 points
U52.3	Early rehabilitation Barthel index: less than -200 points
U55	Registration for organ transplant
U55.1	Registration for heart transplant
U55.10	Registration for heart transplant: Without urgency level U [Urgency] or HU [High Urgency]
U55.11	Registration for a heart transplant: With urgency level U [Urgency]
U55.12	Successful registration for heart transplantation: With urgency level HU [High Urgency]
U55.2	Registration for a lung transplant
U55.20	Registration for lung transplantation: Without urgency level U [Urgency] or HU [High Urgency]
U55.21	Successful registration for a lung transplant: With urgency level U [Urgency]
U55.22	Registration for lung transplantation: With urgency level HU [High Urgency]
U55.3	Registration for a heart-lung transplant
U55.30	Registration for heart-lung transplantation: Without urgency level U [Urgency] or HU [High Urgency]
U55.31	Successful registration for a heart-lung transplant: With urgency level U [Urgency]
U55.32	Registration for heart-lung transplantation: With urgency level HU [High Urgency]
U60	Clinical categories of HIV disease
U60.1	Clinical categories of HIV disease: Category A
U60.2	Clinical categories of HIV disease: Category B
U60.3	Clinical categories of HIV disease: Category C
U60.9	Clinical category of HIV disease unspecified
U61	Number of helper T cells in HIV disease
U61.1	Number of helper T cells in HIV disease: Category 1
U61.2	Number of helper T cells in HIV disease: Category 2
U61.3	Number of T helper cells in HIV disease: Category 3
U61.9	Number of (CD4 + -) T helper cells unspecified
U69	Other secondary key numbers for special purposes
U69.0	Hospital-acquired pneumonia classified elsewhere
U69.00	Elsewhere classified hospital-acquired pneumonia in patients 18 years of age and older
U69.01	Elsewhere classified hospital-acquired pneumonia that occurs more than 48 hours after admission
U69.02	Elsewhere classified hospital-acquired pneumonia that either exists on admission or occurs within 48 hours of admission with known hospitalization up to 28 days ago
U69.03	Elsewhere classified hospital-acquired pneumonia that either exists on admission or occurs within 48 hours of admission if known hospitalization was 29 to 90 days ago
U69.1	Secondary key numbers for special administrative purposes
U69.10	Disease classified elsewhere that is suspected of being the result of a medically unindicated aesthetic surgery, tattoo or piercing
U69.11	Permanently acquired bleeding disorder
U69.12	Temporary bleeding disorder
U69.13	Cardiovascular arrest before admission to the hospital
U69.2	Secondary key numbers for special epidemiological purposes
U69.20	Influenza A / H1N1 pandemic 2009 [swine flu]
U69.21	Influenza A / H5N1 epidemic [bird flu]
U69.3	Secondary key numbers for the type of use of psychotropic substances in the case of mental and behavioral disorders caused by them
U69.30	Secondary key numbers for the type of use of psychotropic substances in the case of psychological and behavioral disorders caused by them: Intravenous use of heroin
U69.31	Secondary key numbers for the type of use of psychotropic substances in the case of mental and behavioral disorders caused by them: Non-intravenous use of heroin
U69.32	Secondary key numbers for the type of use of psychotropic substances in the case of psychological and behavioral disorders caused by them: Intravenous use of other psychotropic substances
U69.33	Secondary key numbers for the type of consumption of psychotropic substances in the case of psychological and behavioral disorders caused by them: Intravenous consumption of (meth) amphetamine-containing substances
U69.34	Secondary key numbers for the type of consumption of psychotropic substances in the case of psychological and behavioral disorders caused by them: Non-intravenous consumption of (meth) amphetamine-containing substances
U69.35	Secondary key numbers for the type of consumption of psychotropic substances for mental and behavioral disorders caused by them: Intravenous consumption of other stimulants, except caffeine
U69.36	Secondary key numbers for the type of consumption of psychotropic substances in the case of mental and behavioral disorders caused by them: Non-intravenous consumption of other stimulants, except caffeine
U69.4	Secondary key numbers for specifying infections
U69.40	Recurrent infection with Clostridium difficile
U80.00	Staphylococcus aureus with resistance to oxacillin or methicillin [MRSA]
U80.01	Staphylococcus aureus with resistance to glycopeptide antibiotics, quinolones, streptograms or oxazolidinones and without resistance to oxacillin or methicillin
U80.10	Streptococcus pneumoniae with resistance to penicillin or oxacillin
U80.11	Streptococcus pneumoniae with resistance to macrolide antibiotics, oxazolidinones or streptogramins and without resistance to penicillin or oxacillin
U80.2	Enterococcus faecalis with resistance to glycopeptide antibiotics or oxazolidinones or with high-level aminoglycoside resistance
U80.20	Enterococcus faecalis with resistance to glycopeptide antibiotics
U80.21	Enterococcus faecalis with resistance to oxazolidinones or with high-level aminoglycoside resistance and without resistance to glycopeptide antibiotics
U80.3	Enterococcus faecium with resistance to glycopeptide antibiotics, oxazolidinones or streptograms or with high-level aminoglycoside resistance
U80.30	Enterococcus faecium with resistance to glycopeptide antibiotics
U80.31	Enterococcus faecium with resistance to oxazolidinones or streptogramins or with high-level aminoglycoside resistance and without resistance to glycopeptide antibiotics
U80.4	Escherichia, Klebsiella and Proteus with resistance to quinolones, carbapenems, amikacin, or with proven resistance to all beta-lactam antibiotics [ESBL resistance]
U80.5	Enterobacter, Citrobacter and Serratia with resistance to carbapenems, quinolones or amikacin
U80.6	Pseudomonas aeruginosa and other nonfermenters with resistance to carbapenems, quinolones, amikacin, ceftazidime or piperacillin / tazobactam
U80.7	Burkholderia and Stenotrophomonas with resistance to quinolones, amikacin, ceftazidime, piperacillin / tazobactam or cotrimoxazole
U81.00	Escherichia coli with multi-resistance 2MRGN NeoP?d
U81.01	Klebsiella pneumoniae with multi-resistance 2MRGN NeoP?d
U81.02	Klebsiella oxytoca with multi-resistance 2MRGN NeoP?d
U81.03	Other Klebsiella with multi-resistance 2MRGN NeoP?d
U81.04	Enterobacter cloacae complex with multi-resistance 2MRGN NeoP?d
U81.05	Citrobacter freundii complex with multi-resistance 2MRGN NeoP?d
U81.06	Serratia marcescens with multi-resistance 2MRGN NeoP?d
U81.07	Proteus mirabilis with multi-resistance 2MRGN NeoP?d
U81.08	Other Enterobacterales with multi-resistance 2MRGN NeoP?d
U81.1	Pseudomonas and Acinetobacter with multi-resistance 2MRGN NeoP?d
U81.10	Pseudomonas aeruginosa with multi-resistance 2MRGN NeoP?d
U81.11	Acinetobacter baumannii group with multi-resistance 2MRGN NeoP?d
U81.2	Enterobacterales with multi-resistance 3MRGN
U81.20	Escherichia coli with multi-resistance 3MRGN
U81.21	Klebsiella pneumoniae with multi-resistance 3MRGN
U81.22	Klebsiella oxytoca with multi-resistance 3MRGN
U81.23	Other Klebsiella with multi-resistance 3MRGN
