"ICDO3.2"	"Level"	"Term"	"Code reference"	"obs"	"See also"	"See note"	"Includes"	"Excludes"	"Other text"
"9732/3"	"Synonym"	"Myeloma, NOS"	"(C42.1)"						
"9732/3"	"Synonym"	"Myelomatosis"	"(C42.1)"						
"9733/3"	"Preferred"	"Plasma cell leukemia"	"(C42.1)"						
"9733/3"	"Synonym"	"Plasmacytic leukemia"	"(C42.1)"						
"9734/3"	"Preferred"	"Plasmacytoma, extramedullary"							"not occurring in bone"
"9734/3"	"Synonym"	"Extraosseous plasmacytoma"							
"9735/3"	"Preferred"	"Plasmablastic lymphoma"							
"9737/3"	"Preferred"	"ALK positive large B-cell lymphoma"							
"9738/3"	"Preferred"	"HHV8 positive diffuse large B-cell lymphoma"							
"9738/3"	"Synonym"	"Large B-cell lymphoma arising in HHV8-associated multicentric Castleman disease"							
"974"	2	"Mast cell neoplasms"							
"9740/1"	"Preferred"	"Mastocytoma, NOS"							
"9740/1"	"Synonym"	"Mast cell tumor, NOS"							
"9740/1"	"Related"	"Cutaneous mastocytosis, NOS"	"(C44._)"						
"9740/1"	"Related"	"Diffuse cutaneous mastocytosis"	"(C44._)"						
"9740/1"	"Related"	"Extracutaneous mastocytoma"							
"9740/1"	"Related"	"Solitary mastocytoma of skin"	"(C44._)"						
"9740/1"	"Related"	"Urticaria pigmentosa"							
"9740/3"	"Preferred"	"Mast cell sarcoma"							
"9740/3"	"Synonym"	"Malignant mast cell tumor"							
"9740/3"	"Synonym"	"Malignant mastocytoma"							
"9741/1"	"Preferred"	"Indolent systemic mastocytosis"							
"9741/3"	"Preferred"	"Malignant mastocytosis"							
"9741/3"	"Synonym"	"Systemic tissue mast cell disease"							
"9741/3"	"Related"	"Aggressive systemic mastocytosis"							
"9741/3"	"Related"	"Systemic mastocytosis with AHNMD"							
"9741/3"	"Related"	"Systemic mastocytosis with associated hematological clonal non-mast cell disorder"							
"9742/3"	"Preferred"	"Mast cell leukemia"	"(C42.1)"						
"9749/3"	"Preferred"	"Erdheim-Chester disease"							
"975"	2	"Neoplasms of histiocytes and accessory lymphoid cells"							
"9750/3"	"Preferred"	"Malignant histiocytosis"							
"9750/3"	"Related"	"Histiocytic medullary reticulosis"		"[obs]"					
"9751/1"	"Preferred"	"Langerhans cell histiocytosis, NOS"							
"9751/1"	"Related"	"Langerhans cell histiocytosis, monostotic"							
"9751/1"	"Related"	"Langerhans cell histiocytosis, polystotic"							
"9751/3"	"Preferred"	"Langerhans cell histiocytosis, disseminated"							
"9751/3"	"Synonym"	"Langerhans cell granulomatosis"		"[obs]"					
"9751/3"	"Related"	"Eosinophilic granuloma"							
"9751/3"	"Related"	"Acute progressive histiocytosis X"		"[obs]"					
"9751/3"	"Related"	"Histiocytosis X, NOS"		"[obs]"					
"9751/3"	"Related"	"Hand-Schuller-Christian disease"		"[obs]"					
"9751/3"	"Related"	"Letterer-Siwe disease"		"[obs]"					
"9751/3"	"Related"	"Nonlipid reticuloendotheliosis"		"[obs]"					
"9755/3"	"Preferred"	"Histiocytic sarcoma"							
"9755/3"	"Related"	"True histiocytic lymphoma"							
"9756/3"	"Preferred"	"Langerhans cell sarcoma"							
"9757/3"	"Preferred"	"Interdigitating dendritic cell sarcoma"							
"9757/3"	"Synonym"	"Interdigitating cell sarcoma"							
"9757/3"	"Related"	"Dendritic cell sarcoma, NOS"							
"9757/3"	"Related"	"Indeterminate dendritic cell tumor"							
"9758/3"	"Preferred"	"Follicular dendritic cell sarcoma"							
"9758/3"	"Related"	"Follicular dendritic cell tumor"							
"9759/3"	"Preferred"	"Fibroblastic reticular cell tumor"							
"976"	2	"Immunoproliferative diseases"							
"9760/3"	"Preferred"	"Immunoproliferative disease, NOS"							
"9761/1"	"Preferred"	"IgM monoclonal gammopathy of undetermined significance"							
"9761/3"	"Preferred"	"Waldenstrom macroglobulinemia"	"(C42.0)"		"(see also M-9671/3)"				
"9762/3"	"Preferred"	"Heavy chain disease, NOS"							
"9762/3"	"Related"	"Alpha heavy chain disease"							
"9762/3"	"Related"	"Gamma heavy chain disease"							
"9762/3"	"Synonym"	"Franklin disease"							
"9762/3"	"Related"	"Mu heavy chain disease"							
"9764/3"	"Preferred"	"Immunoproliferative small intestinal disease"	"(C17._)"						
"9764/3"	"Synonym"	"Mediterranean lymphoma"							
"9765/1"	"Preferred"	"Monoclonal gammopathy of undetermined significance, NOS"							
"9765/1"	"Synonym"	"MGUS"							
"9765/1"	"Synonym"	"Monoclonal gammopathy, NOS"							
"9766/1"	"Preferred"	"Angiocentric immunoproliferative lesion"							
"9766/1"	"Related"	"Lymphomatoid granulomatosis, NOS"							
"9766/1"	"Related"	"Lymphomatoid granulomatosis, grade 1"							
"9766/1"	"Related"	"Lymphomatoid granulomatosis, grade 2"							
"9766/3"	"Preferred"	"Lymphomatoid granulomatosis, grade 3"							
"9767/1"	"Preferred"	"Angioimmunoblastic lymphadenopathy (AIL)"							
"9767/1"	"Synonym"	"Immunoblastic lymphadenopathy (IBL)"		"[obs]"					
"9768/1"	"Preferred"	"T-gamma lymphoproliferative disease"							
"9769/1"	"Preferred"	"Immunoglobulin deposition disease"							
"9769/1"	"Synonym"	"Primary amyloidosis"							
"9769/1"	"Synonym"	"Systemic light chain disease"							
"980-994"	2	"Leukemias"							
"980"	3	"Leukemias, NOS"							
"9800/3"	"Preferred"	"Leukemia, NOS"							
"9800/3"	"Related"	"Aleukemic leukemia, NOS"		"[obs]"					
"9800/3"	"Related"	"Chronic leukemia, NOS"		"[obs]"					
"9800/3"	"Related"	"Subacute leukemia, NOS"		"[obs]"					
"9801/3"	"Preferred"	"Acute leukemia, NOS"							
"9801/3"	"Synonym"	"Blast cell leukemia"							
"9801/3"	"Synonym"	"Stem cell leukemia"							
"9801/3"	"Synonym"	"Undifferentiated leukemia"							
"9805/3"	"Preferred"	"Acute biphenotypic leukemia"							
"9805/3"	"Related"	"Acute bilineal leukemia"							
"9805/3"	"Related"	"Acute mixed lineage leukemia"							
"9806/3"	"Preferred"	"Mixed phenotype acute leukemia with t(9;22)(q34;q11.2); BCR-ABL1"							
"9807/3"	"Preferred"	"Mixed phenotype acute leukemia with t(v;11q23); MLL rearranged"							
"9808/3"	"Preferred"	"Mixed phenotype acute leukemia, B/myeloid, NOS"							
"9809/3"	"Preferred"	"Mixed phenotype acute leukemia, T/myeloid, NOS"							
"981-983"	3	"Lymphoid leukemias"							
"9811/3"	"Preferred"	"B lymphoblastic leukemia/lymphoma, NOS"							
"9811/3"	"Synonym"	"c-ALL"							
"9811/3"	"Synonym"	"Common ALL"							
"9811/3"	"Synonym"	"Common precursor B ALL"							
"9811/3"	"Synonym"	"Pre-B ALL"							
"9811/3"	"Synonym"	"Pre-pre-B ALL"							
"9811/3"	"Synonym"	"Pro-B ALL"							
"9811/3"	"Synonym"	"Precursor B-cell lymphoblastic lymphoma"							
"9811/3"	"Synonym"	"Precursor B-cell lymphoblastic leukaemia"							
"9811/3"	"Related"	"B lymphoblastic leukemia/lymphoma with iAMP21"							
"9812/3"	"Preferred"	"B lymphoblastic leukemia/lymphoma with t(9;22)(q34;q11.2); BCR-ABL1"							
"9813/3"	"Preferred"	"B lymphoblastic leukemia/lymphoma with t(v;11q23); MLL rearranged"							
"9814/3"	"Preferred"	"B lymphoblastic leukemia/lymphoma with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1)"							
"9815/3"	"Preferred"	"B lymphoblastic leukemia/lymphoma with hyperdiploidy"							
"9816/3"	"Preferred"	"B lymphoblastic leukemia/lymphoma with hypodiploidy (Hypodiploid ALL)"							
"9817/3"	"Preferred"	"B lymphoblastic leukemia/lymphoma with t(5;14)(q31;q32); IL3-IGH"							
"9818/3"	"Preferred"	"B lymphoblastic leukemia/lymphoma with t(1;19)(q23;p13.3); E2A-PBX1 (TCF3-PBX1)"							
"9819/3"	"Preferred"	"B lymphoblastic leukemia/lymphoma, BCR-ABL1-like"							
"9820/3"	"Preferred"	"Lymphoid leukemia, NOS"							
"9820/3"	"Related"	"Lymphatic leukemia, NOS"		"[obs]"					
"9820/3"	"Related"	"Lymphocytic leukemia, NOS"		"[obs]"					
"9820/3"	"Related"	"Aleukemic lymphoid leukemia"		"[obs]"					
"9820/3"	"Synonym"	"Aleukemic lymphatic leukemia"		"[obs]"					
"9820/3"	"Synonym"	"Aleukemic lymphocytic leukemia"		"[obs]"					
"9820/3"	"Related"	"Lymphosarcoma cell leukemia"		"[obs]"					
"9820/3"	"Related"	"Subacute lymphoid leukemia"		"[obs]"					
"9820/3"	"Synonym"	"Subacute lymphatic leukemia"		"[obs]"					
"9820/3"	"Synonym"	"Subacute lymphocytic leukemia"		"[obs]"					
"9823/1"	"Preferred"	"Monoclonal B-cell lymphocytosis, CLL type"							
"9823/3"	"Preferred"	"B-cell chronic lymphocytic leukemia/small lymphocytic lymphoma"							
"9823/3"	"Synonym"	"Chronic lymphatic leukemia"		"[obs]"					
"9823/3"	"Synonym"	"Chronic lymphocytic leukemia"							
"9823/3"	"Synonym"	"Chronic lymphocytic leukemia, B-cell type"					"includes all variants"		
"9823/3"	"Synonym"	"Chronic lymphoid leukemia"		"[obs]"					
"9823/3"	"Synonym"	"Malignant lymphoma, small B lymphocytic, NOS"							
"9823/3"	"Synonym"	"Malignant lymphoma, lymphocytic, NOS"		"[obs]"					
"9823/3"	"Synonym"	"Malignant lymphoma, lymphocytic, diffuse, NOS"		"[obs]"					
"9823/3"	"Synonym"	"Malignant lymphoma, small cell, NOS"		"[obs]"					
"9823/3"	"Synonym"	"Malignant lymphoma, small lymphocytic, NOS"							
"9823/3"	"Synonym"	"Malignant lymphoma, lymphocytic, well differentiated, diffuse"		"[obs]"					
"9823/3"	"Synonym"	"Malignant lymphoma, small cell diffuse"		"[obs]"					
"9823/3"	"Synonym"	"Malignant lymphoma, small lymphocytic, diffuse"		"[obs]"					
"9827/3"	"Preferred"	"Adult T-cell leukemia/lymphoma (HTLV-1 positive)"					"includes all variants"		
"9827/3"	"Synonym"	"Adult T-cell leukemia"							
"9827/3"	"Synonym"	"Adult T-cell lymphoma"							
"9827/3"	"Synonym"	"Adult T-cell lymphoma/leukemia"							
"9831/3"	"Preferred"	"T-cell large granular lymphocytic leukemia"							
"9831/3"	"Synonym"	"Large granular lymphocytosis, NOS"							
"9831/3"	"Synonym"	"NK-cell large granular lymphocytic leukemia"							
"9831/3"	"Synonym"	"T-cell large granular lymphocytosis"							
"9831/3"	"Related"	"Chronic lymphoproliferative disorder of NK cells"							
"9832/3"	"Preferred"	"Prolymphocytic leukemia, NOS"							
"9833/3"	"Preferred"	"Prolymphocytic leukemia, B-cell type"							
"9834/3"	"Preferred"	"Prolymphocytic leukemia, T-cell type"							
"9835/3"	"Preferred"	"Precursor cell lymphoblastic leukemia, NOS"			"(see also M-9727/3)"				
"9835/3"	"Synonym"	"Acute lymphoblastic leukemia, NOS"			"(see also M-9727/3)"				
"9835/3"	"Synonym"	"Acute lymphoblastic leukemia, L2 type, NOS"							
"9835/3"	"Synonym"	"Acute lymphoblastic leukemia-lymphoma, NOS"							
"9835/3"	"Synonym"	"Lymphoblastic leukemia, NOS"							
"9835/3"	"Synonym"	"Acute lymphatic leukemia"							
"9835/3"	"Synonym"	"Acute lymphocytic leukemia"							
"9835/3"	"Synonym"	"Acute lymphoid leukemia"							
"9835/3"	"Synonym"	"FAB L1"		"[obs]"					
"9835/3"	"Synonym"	"FAB L2"							
"9835/3"	"Synonym"	"Precursor cell lymphoblastic leukemia, not phenotyped"							
"9835/3"	"Synonym"	"Acute lymphoblastic leukemia, precursor-cell type"							
"9837/3"	"Preferred"	"Precursor T-cell lymphoblastic leukemia"							
"9837/3"	"Synonym"	"Cortical T ALL"							
"9837/3"	"Synonym"	"Mature T ALL"							
"9837/3"	"Synonym"	"Pre-T ALL"							
"9837/3"	"Synonym"	"Pro-T ALL"							
"9837/3"	"Synonym"	"Precursor T-cell lymphoblastic lymphoma"							
"9837/3"	"Related"	"T lymphoblastic leukemia/lymphoma"							
"9837/3"	"Related"	"Early T-cell precursor acute lymphoblastic leukemia"							
"984-993"	3	"Myeloid leukemias"							
"9840/3"	"Preferred"	"Acute erythroid leukemia"							
"9840/3"	"Synonym"	"Acute myeloid leukemia, M6 type"							
"9840/3"	"Synonym"	"Acute erythremia"		"[obs]"					
"9840/3"	"Synonym"	"Acute erythremic myelosis"		"[obs]"					
"9840/3"	"Synonym"	"AML M6"							
"9840/3"	"Synonym"	"Di Guglielmo disease"		"[obs]"					
"9840/3"	"Synonym"	"Erythremic myelosis, NOS"							
"9840/3"	"Synonym"	"Erythroleukemia"							
"9840/3"	"Synonym"	"FAB M6"							
"9840/3"	"Synonym"	"M6A"							
"9840/3"	"Synonym"	"M6B"							
"9860/3"	"Preferred"	"Myeloid leukemia, NOS"							
"9860/3"	"Synonym"	"Granulocytic leukemia, NOS"							
"9860/3"	"Synonym"	"Myelocytic leukemia, NOS"							
"9860/3"	"Synonym"	"Myelogenous leukemia, NOS"							
"9860/3"	"Synonym"	"Myelomonocytic leukemia, NOS"							
"9860/3"	"Synonym"	"Non-lymphocytic leukemia, NOS"							
"9860/3"	"Related"	"Aleukemic myeloid leukemia"		"[obs]"					
"9860/3"	"Synonym"	"Aleukemic granulocytic leukemia"		"[obs]"					
"9860/3"	"Synonym"	"Aleukemic myelogenous leukemia"		"[obs]"					
"9860/3"	"Related"	"Aleukemic monocytic leukemia"		"[obs]"					
"9860/3"	"Related"	"Chronic monocytic leukemia"		"[obs]"					
"9860/3"	"Related"	"Eosinophilic leukemia, NOS"							
"9860/3"	"Related"	"Monocytic leukemia, NOS"							
"9860/3"	"Related"	"Subacute monocytic leukemia"		"[obs]"					
"9860/3"	"Related"	"Subacute myeloid leukemia"		"[obs]"					
"9860/3"	"Synonym"	"Subacute granulocytic leukemia"		"[obs]"					
"9860/3"	"Synonym"	"Subacute myelogenous leukemia"		"[obs]"					
"9861/3"	"Preferred"	"Acute myeloid leukemia, NOS"			"(see also M-9930/3)"				
"9861/3"	"Synonym"	"Acute granulocytic leukemia"							
"9861/3"	"Synonym"	"Acute myelocytic leukemia"							
"9861/3"	"Synonym"	"Acute myelogenous leukemia"							
"9861/3"	"Synonym"	"Acute non-lymphocytic leukemia"							
"9863/3"	"Preferred"	"Chronic myeloid leukemia, NOS"							
"9863/3"	"Synonym"	"Chronic granulocytic leukemia, NOS"							
"9863/3"	"Synonym"	"Chronic myelocytic leukemia, NOS"							
"9863/3"	"Synonym"	"Chronic myelogenous leukemia, NOS"							
"9865/3"	"Preferred"	"Acute myeloid leukemia with t(6;9)(p23;q34); DEK-NUP214"							
"9866/3"	"Preferred"	"Acute promyelocytic leukemia, t(15;17)(q22;q11-12)"							
"9866/3"	"Synonym"	"Acute promyelocytic leukemia, NOS"							
"9866/3"	"Synonym"	"Acute myeloid leukemia, PML/RAR-alpha"							
"9866/3"	"Synonym"	"Acute myeloid leukemia, t(15;17)(q22;q11-12)"							
"9866/3"	"Synonym"	"Acute promyelocytic leukemia, PML/RAR-alpha"							
"9866/3"	"Synonym"	"FAB M3"					"includes all variants"		
"9867/3"	"Preferred"	"Acute myelomonocytic leukemia, NOS"							
"9867/3"	"Synonym"	"FAB M4"							
"9869/3"	"Preferred"	"Acute myeloid leukemia with inv(3)(q21;q26.2) or t(3;3)(q21;q26.2); RPN1-EVI1"							
"9870/3"	"Preferred"	"Acute basophilic leukemia"							
"9871/3"	"Preferred"	"Acute myeloid leukemia with abnormal marrow eosinophils"					"includes all variants"		
"9871/3"	"Synonym"	"Acute myeloid leukemia, CBF-beta/MYH11"							
"9871/3"	"Synonym"	"Acute myeloid leukemia, inv(16)(p13;q22)"							
"9871/3"	"Synonym"	"Acute myeloid leukemia, t(16;16)(p13;q11)"							
"9871/3"	"Synonym"	"Acute myelomonocytic leukemia with abnormal eosinophils"							
"9871/3"	"Synonym"	"FAB M4Eo"							
"9872/3"	"Preferred"	"Acute myeloid leukemia, minimal differentiation"							
"9872/3"	"Synonym"	"Acute myeloblastic leukemia"							
"9872/3"	"Synonym"	"FAB M0"							
"9873/3"	"Preferred"	"Acute myeloid leukemia without maturation"							
"9873/3"	"Synonym"	"FAB M1"							
"9874/3"	"Preferred"	"Acute myeloid leukemia with maturation"							
"9874/3"	"Synonym"	"FAB M2, NOS"							
"9875/3"	"Preferred"	"Chronic myelogenous leukemia, BCR/ABL positive"							
"9875/3"	"Synonym"	"Chronic granulocytic leukemia, BCR/ABL"							
"9875/3"	"Synonym"	"Chronic granulocytic leukemia, Philadelphia chromosome (Ph1) positive"							
"9875/3"	"Synonym"	"Chronic granulocytic leukemia, t(9;22)(q34;q11)"							
"9875/3"	"Synonym"	"Chronic myelogenous leukemia, Philadelphia chromosome (Ph1) positive"							
"9875/3"	"Synonym"	"Chronic myelogenous leukemia, t(9;22)(q34;q11)"							
"9876/3"	"Preferred"	"Atypical chronic myeloid leukemia, BCR/ABL negative"							
"9876/3"	"Related"	"Atypical chronic myeloid leukemia, Philadelphia chromosome (Ph1) negative"							
"9877/3"	"Preferred"	"Acute myeloid leukemia with mutated NPM1"							
"9878/3"	"Preferred"	"Acute myeloid leukemia with biallelic mutation of CEBPA"							
"9879/3"	"Preferred"	"Acute myeloid leukemia with mutated RUNX1"							
"9891/3"	"Preferred"	"Acute monocytic leukemia"							
"9891/3"	"Synonym"	"Monoblastic leukemia, NOS"							
"9891/3"	"Synonym"	"Acute monoblastic leukemia"							
"9891/3"	"Synonym"	"FAB M5"					"includes all variants"		
"9891/3"	"Related"	"Acute monoblastic and monocytic leukemia"							
"9895/3"	"Preferred"	"Acute myeloid leukemia with myelodysplasia-related changes"							
"9895/3"	"Synonym"	"Acute myeloid leukemia with multilineage dysplasia"							
"9895/3"	"Synonym"	"Acute myeloid leukemia with prior myelodysplastic syndrome"							
"9895/3"	"Synonym"	"Acute myeloid leukemia without prior myelodysplastic syndrome"							
"9896/3"	"Preferred"	"Acute myeloid leukemia, t(8;21)(q22;q22)"							
"9896/3"	"Synonym"	"Acute myeloid leukemia, AML1(CBF-alpha)/ETO"							
"9896/3"	"Synonym"	"Acute myeloid leukemia with t(8;21)(q22;q22); RUNX1-RUNX1T1"							
"9896/3"	"Synonym"	"FAB M2, AML1(CBF-alpha)/ETO"							
"9896/3"	"Synonym"	"FAB M2, t(8;21)(q22;q22)"							
"9897/3"	"Preferred"	"Acute myeloid leukemia, 11q23 abnormalities"							
"9897/3"	"Synonym"	"Acute myeloid leukemia, MLL"							
"9897/3"	"Synonym"	"Acute myeloid leukemia with t(9;11)(p22;q23); MLLT3-MLL"							
"9898/1"	"Preferred"	"Transient abnormal myelopoiesis"							
"9898/3"	"Preferred"	"Myeloid leukemia associated with Down syndrome"							
"9910/3"	"Preferred"	"Acute megakaryoblastic leukemia"							
"9910/3"	"Synonym"	"Megakaryocytic leukemia"							
"9910/3"	"Synonym"	"FAB M7"							
"9911/3"	"Preferred"	"Acute myeloid leukemia (megakaryoblastic) with t(1;22)(p13;q13); RBM15-MKL1"							
"9912/3"	"Preferred"	"Acute myeleoid leukemia with BCR-ABL1"							
"9920/3"	"Preferred"	"Therapy-related myeloid neoplasm"							
"9920/3"	"Synonym"	"Therapy-related acute myeloid leukemia, NOS"							
"9920/3"	"Related"	"Therapy-related acute myeloid leukemia, alkylating agent related"							
"9920/3"	"Related"	"Therapy-related acute myeloid leukemia, epipodophyllotoxin-related"							
"9930/3"	"Preferred"	"Myeloid sarcoma"			"(see also M-9861/3)"				
"9930/3"	"Synonym"	"Chloroma"							
"9930/3"	"Synonym"	"Granulocytic sarcoma"							
"9931/3"	"Preferred"	"Acute panmyelosis with myelofibrosis"	"(C42.1)"						
"9931/3"	"Synonym"	"Acute myelosclerosis, NOS"							
"9931/3"	"Synonym"	"Acute panmyelosis, NOS"							
"9931/3"	"Synonym"	"Acute myelofibrosis"							
"9931/3"	"Synonym"	"Malignant myelosclerosis"		"[obs]"					
"994"	3	"Other leukemias"							
"9940/3"	"Preferred"	"Hairy cell leukemia, NOS"	"(C42.1)"						
"9940/3"	"Synonym"	"Leukemic reticuloendotheliosis"							
"9945/3"	"Preferred"	"Chronic myelomonocytic leukemia, NOS"							
"9945/3"	"Related"	"Chronic myelomonocytic leukemia, type I"							
"9945/3"	"Related"	"Chronic myelomonocytic leukemia, type II"							
"9945/3"	"Synonym"	"Chronic myelomonocytic leukemia in transformation"		"[obs]"					
"9946/3"	"Preferred"	"Juvenile myelomonocytic leukemia, NOS"							
"9946/3"	"Synonym"	"Juvenile chronic myelomonocytic leukemia"							
"9948/3"	"Preferred"	"Aggressive NK-cell leukemia"							
"995-996"	2	"Myeloproliferative neoplasms"							
"9950/3"	"Preferred"	"Polycythemia vera"							
"9950/3"	"Synonym"	"Chronic erythremia"		"[obs]"					
"9950/3"	"Synonym"	"Polycythemia rubra vera"							
"9950/3"	"Synonym"	"Proliferative polycythemia"							
"9960/3"	"Preferred"	"Myeloproliferative neoplasm, NOS"							
"9960/3"	"Synonym"	"Chronic myeloproliferative disease, NOS"							
"9960/3"	"Synonym"	"Chronic myeloproliferative disorder"							
"9960/3"	"Synonym"	"Myeloproliferative disease, NOS"							
"9961/3"	"Preferred"	"Primary myelofibrosis"							
"9961/3"	"Synonym"	"Agnogenic myeloid metaplasia"							
"9961/3"	"Synonym"	"Chronic idiopathic myelofibrosis"							
"9961/3"	"Synonym"	"Megakaryocytic myelosclerosis"							
"9961/3"	"Synonym"	"Myelofibrosis as a result of myeloproliferative disease"							
"9961/3"	"Synonym"	"Myelofibrosis with myeloid metaplasia"							
"9961/3"	"Synonym"	"Myelosclerosis with myeloid metaplasia"							
"9962/3"	"Preferred"	"Essential thrombocythemia"							
"9962/3"	"Synonym"	"Essential hemorrhagic thrombocythemia"							
"9962/3"	"Synonym"	"Idiopathic hemorrhagic thrombocythemia"							
"9962/3"	"Synonym"	"Idiopathic thrombocythemia"							
"9963/3"	"Preferred"	"Chronic neutrophilic leukemia"							
"9964/3"	"Preferred"	"Chronic eosinophilic leukemia"							
"9964/3"	"Synonym"	"Hypereosinophilic syndrome"							
"9965/3"	"Preferred"	"Myeloid or lymphoid neoplasm with PDGFRA rearrangement"							
"9966/3"	"Preferred"	"Myeloid neoplasm with PDGFRB rearrangement"							
"9967/3"	"Preferred"	"Myeloid or lymphoid neoplasm with FGFR1 abnormalities"							
"9968/3"	"Preferred"	"Myeloid or lymphoid neoplasm with PCM1-JAK2"							
