product_desc	form_desc	dosage	dosage_add	volume	packsize	claatc	pfc	molecule	cd_nfc_3	english	lb_nfc_3	descr_pck	strg_unit	strg_meas
LISINOPR HYDR EG	CPR 20/12.5	NULL	NULL	NULL	28	C09B1	3762101	HYDROCHLOROTHIAZIDE+LISINOPRIL	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR 20MG/12.5MG 28	NULL	NULL
MANIDIPINE SANDOZ	CPR	10MG	NULL	NULL	90	C08A0	3689103	MANIDIPINE	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR 10MG 90	10	MG
RILMENIDINE ZYDUS	CPR	1MG	NULL	NULL	90	C02A1	4025903	RILMENIDINE	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR 1MG 90	1	MG
LACRISERT	INSERT OPHT	NULL	NULL	NULL	60	S01K0	4856550	HYPROLOSE	NDN	Ophthalmological	SYST.THERAPEUT.OPHTALMO.	INSERT OPHT 60	NULL	NULL
GRANIONS FE	A.BUV	NULL	NULL	2ML	30	V07A2	4184001	IRON FERROUS	DGN	Oral Liquid Immediate	SOLUT.UNID. OR.LIQ.INST.	A.BUV 30 2ML	NULL	NULL
HYALURON-FILLER	TTES FORMES	NULL	NULL	NULL	1	V99A0	4150904	NULL	MTA	External Form	CREME         A USA.EXT.	TTES FORMES	NULL	NULL
NICOTINE DCI	INHAL CART	10MG	NULL	NULL	18	N07B0	3162231	NICOTINE	JRP	Other Internal Form	AUT CARTOUC DOS UNI SYST	INHAL CART 10MG 18	10	MG
VECTI-SEREN	GELULES	NULL	NULL	NULL	60	V07A2	1706701	METHIONINE+NICOTINAMIDE+INOSITOL+PYRIDOXINE+TRYPTOPHAN+FOLIC ACID+CYANOCOBALAMIN+CHROMIUM+MAGNESIUM	ACA	Oral Solid Immediate	CAPSULES    OR.SOL.INST.	GELULES 60	NULL	NULL
KABIVEN	P3C BIOF.800	NULL	NULL	1026ML	4	K01D2	2357808	ACETIC ACID+GLYCINE+ALANINE+SERINE+GLYCEROPHOSPHORIC ACID+ASPARTIC ACID+THREONINE+PROLINE+GLUTAMIC ACID+VALINE+METHIONINE+HISTIDINE+GLUCOSE+ISOLEUCINE+LEUCINE+LYSINE+ARGININE+PHENYLALANINE+TYROSINE+TRYPTOPHAN+CALCIUM+MAGNESIUM+POTASSIUM+GLYCINE MAX	FQE	Parenteral Immediate	POCHES PERF PARENT.INST.	P3C BIOF.800 4 1026ML	NULL	NULL
NICOTINELL	GOM MAC.MENT	4MG	NULL	NULL	36	N07B0	2566024	NICOTINE	ADF	Oral Solid Immediate	CHEW.GUM    OR.SOL.INST.	GOM MAC.MENT SSUC 4MG 36	4	MG
XEMOSE	CERAT	NULL	NULL	150ML	1	V99A0	4326605	NULL	MTA	External Form	CREME         A USA.EXT.	CERAT 150ML	NULL	NULL
BIOCHROME	CAPS	NULL	NULL	NULL	60	V07A2	1218602	CHROMIUM	ACA	Oral Solid Immediate	CAPSULES    OR.SOL.INST.	CAPS 60	NULL	NULL
REPAGLINIDE BIOG	CPR	0.5MG	NULL	NULL	90	A10M1	3727401	REPAGLINIDE	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR .5MG 90	0.5	MG
PARACETAMOL ARROW	GELULE CONS	500MG	NULL	NULL	12	N02B0	2779019	PARACETAMOL	ACA	Oral Solid Immediate	CAPSULES    OR.SOL.INST.	GELULE CONS 500MG 12	500	MG
ENALAPRIL EG	CPR SEC	5MG	NULL	NULL	90	C09A0	2694905	ENALAPRIL	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR SEC 5MG 90	5	MG
GESTOD ETHIN ARR	CPR 75Y/30Y	NULL	NULL	NULL	63	G03A1	4112004	ETHINYLESTRADIOL+GESTODENE	ABA	Oral Solid Immediate	DRAGEE      OR.SOL.INST.	CPR 75Y/30Y 63	NULL	NULL
CEFPODOXIME TEVA	GRAN PR SUSP	8MG	NULL	50ML	1	J01D1	4213903	CEFPODOXIME PROXETIL	DGJ	Oral Liquid Immediate	SIROP SEC   OR.LIQ.INST.	GRAN PR SUSP 8MG 1ML 50ML	8	MG
NICOTINE DCI	GOM SSUC.MEN	2MG	NULL	NULL	24	N07B0	3162221	NICOTINE	ADF	Oral Solid Immediate	CHEW.GUM    OR.SOL.INST.	GOM SSUC.MEN 2MG 24	2	MG
CARBID LEVOD TEVA	LP CPR25/100	NULL	NULL	NULL	30	N04A0	3155805	LEVODOPA+CARBIDOPA	BAA	Oral Solid Delayed	COMPRIME     OR.SOL.RET.	LP CPR25/100 30	NULL	NULL
GYMISO	CPR SEC	200Y	NULL	NULL	2	G02A0	3291902	MISOPROSTOL	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR SEC 200Y 2	200	Y
AZATHIOPRINE IVAX	CPR PELLIC	50MG	NULL	NULL	100	L04X0	3908201	AZATHIOPRINE	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PELLIC 50MG 100	50	MG
NOVID.MELANEX TRIO	REGUL PIGMT	NULL	NULL	30ML	1	V99A0	3521001	NULL	MTA	External Form	CREME         A USA.EXT.	REGUL PIGMT 30ML	NULL	NULL
ABSTRAL	CPR SUBLING	600Y	NULL	NULL	30	N02A0	2188513	FENTANYL	AAF	Oral Solid Immediate	CPR SUBLING OR.SOL.INST.	CPR SUBLING 600Y 30	600	Y
FORCICAL VIT D3	CPR CROQ/SUC	NULL	NULL	NULL	60	A12A0	3771301	COLECALCIFEROL+CALCIUM+SACCHAROMYCES CEREVISIAE	AAG	Oral Solid Immediate	CPR MACHER  OR.SOL.INST.	CPR CROQ/SUC 60	NULL	NULL
MANUGEL 85 NPC	GEL MAINS	NULL	NULL	100ML	1	V99A0	3900001	ETHANOL	MVA	External Form	GEL/SOL         TOPIQUE	GEL MAINS 100ML	NULL	NULL
LANSOPRAZOLE TEVA SANTE	GELU GASTROR	15MG	NULL	NULL	15	A02B2	2482301	LANSOPRAZOLE	ACY	Oral Solid Immediate	AUTRES CAPS OR.SOL.INST.	GELU GASTROR 15MG 15	15	MG
OMACOR       MW5>>	CAPS MOL R.U	NULL	NULL	NULL	28	C10B0	2835301	DOCONEXENT+ETHYL-EICOSAPENT	ACA	Oral Solid Immediate	CAPSULES    OR.SOL.INST.	CAPS MOL R.U 28	NULL	NULL
ARANESP	STYL SURECLI	40Y	NULL	0.4ML	1	B03C0	2782514	DARBEPOETIN ALFA	FNH	Parenteral Immediate	A-INJ PREREMP PARENT ORD	STYL SURECLI 40Y .4ML	40	Y
ELBOWGIB	BDE COUDIERE	NULL	NULL	NULL	1	V99C0	2946901	NON-DISPOSABLE MEDICAL DEVICE	VZY	Non Human Usage Products	AUTRE PARA.NON US.HUMAIN	BDE COUDIERE	NULL	NULL
LOSARTAN.HYDR MYL	CP 50/12.5MG	NULL	NULL	NULL	28	C09D1	2647601	HYDROCHLOROTHIAZIDE+LOSARTAN	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR 50MG/12.5MG 28	NULL	NULL
KERIUM SHAMPOOING	TTES FORMES	NULL	NULL	NULL	1	V99A0	3457504	ANTI-DANDRUFF SHAMPOO	VZY	Non Human Usage Products	AUTRE PARA.NON US.HUMAIN	TTES FORMES	NULL	NULL
ESOMEPRAZOLE TEVA	GELU GASTROR	40MG	NULL	NULL	28	A02B2	3726905	ESOMEPRAZOLE	ACY	Oral Solid Immediate	AUTRES CAPS OR.SOL.INST.	GELU GASTROR 40MG 28	40	MG
TWYNSTA	CPR 40/10MG	NULL	NULL	NULL	30	C09D3	2621203	AMLODIPINE+TELMISARTAN	AAJ	Oral Solid Immediate	CPR DBL REV.OR.SOL.INST.	CPR 40MG/10MG 30	NULL	NULL
INORIAL	CPR	20MG	NULL	NULL	30	R06A0	4075402	BILASTINE	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR 20MG 30	20	MG
VENLAFAXINE ACTAVIS	CPR PELLIC	50MG	NULL	NULL	30	N06A5	1329201	VENLAFAXINE	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PELLIC 50MG 30	50	MG
BARACLUDE	CPR PELLIC	1MG	NULL	NULL	30	J05B1	3819404	ENTECAVIR	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PELLIC 1MG 30	1	MG
BILASKA	CPR	20MG	NULL	NULL	30	R06A0	3175102	BILASTINE	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR 20MG 30	20	MG
LOSARTAN.HYDR ARRO	CP 50/12.5MG	NULL	NULL	NULL	30	C09D1	2645701	HYDROCHLOROTHIAZIDE+LOSARTAN	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR 50MG/12.5MG 30	NULL	NULL
VALSARTAN DCI	CPR PELLIC	80MG	NULL	NULL	30	C09C0	2691814	VALSARTAN	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PELLIC 80MG 30	80	MG
CLARITHROMYCIN SDZ	CPR PELLIC	500MG	NULL	NULL	14	J01F0	4490104	CLARITHROMYCIN	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PELLIC 500MG 14	500	MG
LANSOPRAZOLE TEVA	GELU GASTROR	30MG	NULL	NULL	28	A02B2	4311403	LANSOPRAZOLE	ACY	Oral Solid Immediate	AUTRES CAPS OR.SOL.INST.	GELU GASTROR 30MG 28	30	MG
PARACETAMOL NOR	CPR	500MG	NULL	NULL	16	N02B0	4366902	PARACETAMOL	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR 500MG 16	500	MG
PHOCYTAN	AMP PERF IV	0.33ME	NULL	20ML	10	K04C0	6716001	GLUCOSE 1-PHOSPHATE	FQA	Parenteral Immediate	AMP.PERF.   PARENT.INST.	AMP PERF IV 0.33MMOL/1ML 10 20ML	0.33	ME
PERIND.AMLOD.DCI	CPR 5MG/10MG	NULL	NULL	NULL	30	C09B3	4223405	PERINDOPRIL+AMLODIPINE	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR 5MG/10MG 30	NULL	NULL
PERLEANE	CPR ENROB	NULL	NULL	NULL	21	G03A4	3750601	ETHINYLESTRADIOL+GESTODENE	ABA	Oral Solid Immediate	DRAGEE      OR.SOL.INST.	CPR ENROB 21	NULL	NULL
PERIND.INDAP.DCI	CPR4/1.25MG	NULL	NULL	NULL	30	C09B1	2869803	INDAPAMIDE+PERINDOPRIL	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR 4MG/1.25MG 30	NULL	NULL
FERINJECT	SOL INJ	50MG	NULL	2ML	1	B03A1	2918201	IRON FERRIC	FPC	Parenteral Immediate	FLACONS INJECT.ORD.IV	SOL INJ 50MG 1ML 2ML	50	MG
OXOMEMAZINE EG	SOL BUV SS	0.33MG	NULL	150ML	1	R06A0	3102701	OXOMEMAZINE	DGA	Oral Liquid Immediate	LIQUIDE     OR.LIQ.INST.	SOL BUV SS .33MG 1ML 150ML	0.33	MG
SERTRALINE ARROW	GELULE	25MG	NULL	NULL	7	N06A4	3618203	SERTRALINE	ACA	Oral Solid Immediate	CAPSULES    OR.SOL.INST.	GELULE 25MG 7	25	MG
LOSARTAN ZENTIVA	CPR PEL SEC	50MG	NULL	NULL	90	C09C0	2647802	LOSARTAN	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PEL SEC 50MG 90	50	MG
INDAPAMIDE SANDOZ	LP CPR PELLI	1.5MG	NULL	NULL	90	C03A3	2780202	INDAPAMIDE	BBC	Oral Solid Delayed	CPR PELLIC.  OR.SOL.RET.	LP CPR PELLI 1.5MG 90	1.5	MG
KETOCONAZOLE TEVA	GEL MONODOSE	2%	NULL	20G	1	D01A1	2180003	KETOCONAZOLE	MVN	External Form	GELS/SOLS TOP EXT UNID	GEL MONODOSE 2% 20G	2	%
GLUCOSE MACOPHARMA	POC MACOFL N	5%	NULL	1000ML	1	K01B3	3886733	GLUCOSE	FQE	Parenteral Immediate	POCHES PERF PARENT.INST.	POC MACOFL N 5% 1000ML GG5100	5	%
KETOLIUM	SHPG ANTIPEL	1%	NULL	100ML	1	D01A3	4226001	KETOCONAZOLE	MGW	External Form	SAV LIQ/BAIN  A USA.EXT.	SHPG ANTIPEL 1% 100ML	1	%
ESOMEPRAZOLE CRIST	GELU GASTROR	40MG	NULL	NULL	14	A02B2	4590804	ESOMEPRAZOLE	ACY	Oral Solid Immediate	AUTRES CAPS OR.SOL.INST.	GELU GASTROR 40MG 14	40	MG
IBUPROFENE ACTAVIS	CPR PELLIC	400MG	NULL	NULL	30	N02B0	4624002	IBUPROFEN	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PELLIC 400MG 30	400	MG
ULTRA LEVURE	GELULE BLIST	200MG	NULL	NULL	10	A07F0	9155209	SACCHAROMYCES BOULARDII	ACA	Oral Solid Immediate	CAPSULES    OR.SOL.INST.	GELULE BLIST 200MG 10	200	MG
ATORVASTATINE ZYD	CPR PELLIC	80MG	NULL	NULL	30	C10A1	4560210	ATORVASTATIN	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PELLIC 80MG 30	80	MG
FLUVASTATINE EG	LP CPR PELLI	80MG	NULL	NULL	90	C10A1	2306709	FLUVASTATIN	BBC	Oral Solid Delayed	CPR PELLIC.  OR.SOL.RET.	LP CPR PELLI 80MG 90	80	MG
VALSARTAN ACTAVIS	CPR PEL SEC	80MG	NULL	NULL	90	C09C0	4199604	VALSARTAN	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PEL SEC 80MG 90	80	MG
ATORVASTATINE PFIZ	CPR PELLIC	10MG	NULL	NULL	90	C10A1	4294202	ATORVASTATIN	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PELLIC 10MG 90	10	MG
GLUCOJECT DUAL	STY A/PI S	NULL	NULL	NULL	1	V99B0	4614002	"GLUCOSE, BLOOD TESTS"	VZY	Non Human Usage Products	AUTRE PARA.NON US.HUMAIN	STYLO AUTOPIQ S	NULL	NULL
LANREOTIDE DCI	F.IM + SOLV	30MG	NULL	2ML	1	H01C2	1031902	LANREOTIDE	GPB	Parenteral Delayed	FLAC.INJECT.RETARD LYOPH	F.IM + SOLV 30MG 2ML	30	MG
DILTIAZEM MYLAN	LP GELULES	300MG	NULL	NULL	90	C08A0	1403609	DILTIAZEM	BCA	Oral Solid Delayed	CAPSULES     OR.SOL.RET.	LP GELULES 300MG 90	300	MG
NOMEGESTROL ZENTIV	CPR SEC	5MG	NULL	NULL	10	G03D0	2347801	NOMEGESTROL ACETATE	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR SEC 5MG 10	5	MG
BACTOPUR	MOUSSE PURIF	NULL	NULL	175ML	1	V99A0	1161406	NULL	MVW	External Form	GEL DOUCHE    A USA.EXT.	MOUSSE PURIF FL PPE 175ML	NULL	NULL
FLUVASTATINE DCI	GELULE	40MG	NULL	NULL	30	C10A1	2686505	FLUVASTATIN	ACA	Oral Solid Immediate	CAPSULES    OR.SOL.INST.	GELULE 40MG 30	40	MG
KONTROL	PDR	NULL	NULL	NULL	1	V99A0	4846003	TOOTHPASTES	KEA	Oral Topic	POUDRE ORAL TOPIQUE	PDR	NULL	NULL
BIMATOPROST+TIMOL	COLLYRE	NULL	NULL	3ML	1	S01E2	4564101	TIMOLOL+BIMATOPROST	NGB	Ophthalmological	COLLYRE        OPHTALMO.	COLLYRE 1 3ML	NULL	NULL
FEUILLE SAULE LIQ	COR VERRUES	10%	NULL	5ML	1	D11A0	3458050	SALICYLIC ACID	MGA	External Form	LIQUIDE       A USA.EXT.	COR VERRUES 10% 5ML	10	%
ATORVASTATINE ALM	CPR PELLIC	10MG	NULL	NULL	30	C10A1	4547001	ATORVASTATIN	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PELLIC 10MG 30	10	MG
ZOVIRAX	F.IV LYOPH	250MG	NULL	NULL	1	J05B3	9679391	ACICLOVIR	FQD	Parenteral Immediate	FL LYO PERF PARENT.INST.	F.IV LYOPH 250MG	250	MG
LERCANIDIPINE ARRO	CPR PEL SEC	10MG	NULL	NULL	90	C08A0	2573602	LERCANIDIPINE	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PEL SEC 10MG 90	10	MG
MANIDIPINE DCI	CPR	10MG	NULL	NULL	90	C08A0	3395704	MANIDIPINE	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR 10MG 90	10	MG
REPAGLINIDE ACTAV	CPR	2MG	NULL	NULL	270	A10M1	3997309	REPAGLINIDE	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR 2MG 270	2	MG
DESLORATADINE ACT	CPR PELLIC	5MG	NULL	NULL	30	R06A0	4570101	DESLORATADINE	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PELLIC 5MG 30	5	MG
CHLORURE K DCI	GELULE	600MG	NULL	NULL	30	A12B0	1915104	POTASSIUM	ACA	Oral Solid Immediate	CAPSULES    OR.SOL.INST.	GELULE 600MG 30	600	MG
CODOTUSSYL	SP TX SECHE	0.13%	ADLT	200ML	1	R05D1	2085208	PHOLCODINE	DGM	Oral Liquid Immediate	SIROP       OR.LIQ.INST.	SP TX SECHE .13% ADLT 200ML	0.13	%
ARKO ROY G.ROY+PRO	DOSES	NULL	ENF	10ML	7	V07A2	2385902	ROYAL JELLY+PROBIOTICS	DEP	Oral Liquid Immediate	PDR DOSE    OR.LIQ.INST.	DOSES ENF 7 10ML	NULL	NULL
UTROGESTAN	CAPS	200MG	NULL	NULL	45	G03D0	9218205	PROGESTERONE	ACA	Oral Solid Immediate	CAPSULES    OR.SOL.INST.	CAPS 200MG 45	200	MG
TRIMEBUTINE EVOLUGEN	CPR	200MG	NULL	NULL	30	A03F0	3120201	TRIMEBUTINE	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR 200MG 30	200	MG
ZALERG	COLLY UNIDOS	0.25MG	NULL	0.4ML	30	S01G3	3450102	KETOTIFEN	NGN	Ophthalmological	SOLUT.UNIDOSE  OPHTALMO.	COLLY UNIDOS .25MG/1ML 30 .4ML	0.25	MG
LACTULOS+PARAF HLE	GELEE ORALE	NULL	NULL	150G	1	A06A1	3802101	LACTULOSE+PARAFFIN OIL	DGK	Oral Liquid Immediate	SUSPENSION  OR.LIQ.INST.	GELEE ORALE 150G	NULL	NULL
IBUPROFENE NEPENTH	CPR PEL CONS	200MG	NULL	NULL	20	N02B0	4626901	IBUPROFEN	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PEL CONS 200MG 20	200	MG
BISOPROLOL RANBAXY	CPR SEC	2.5MG	NULL	NULL	30	C07A0	4103502	BISOPROLOL	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR SEC 2.5MG 30	2.5	MG
OMEPRAZOLE CRISTER	GELULE	20MG	NULL	NULL	28	A02B2	1400802	OMEPRAZOLE	ACY	Oral Solid Immediate	AUTRES CAPS OR.SOL.INST.	GELULE 20MG 28	20	MG
GILENYA	GELULE	0.5MG	NULL	NULL	28	L04X0	3402701	FINGOLIMOD	ACA	Oral Solid Immediate	CAPSULES    OR.SOL.INST.	GELULE .5MG 28	0.5	MG
TRAMADOL PARAC KRK	CPR PELLIC	NULL	NULL	NULL	20	N02B0	5015801	PARACETAMOL+TRAMADOL	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PELLIC 20	NULL	NULL
BORAX/AC.BORIQ DCI	SOL OC.UNID	NULL	NULL	5ML	15	S01G6	4162602	BORIC ACID	NGN	Ophthalmological	SOLUT.UNIDOSE  OPHTALMO.	SOL OC.UNID 15 5ML	NULL	NULL
FLUTIFORM	INHAL 120DOS	125Y	NULL	NULL	1	R03F1	5045201	FORMOTEROL+FLUTICASONE	RHQ	Pulmonary	SPR IN.DOS.SS CFC PULMON.	INHAL 120DOS 125Y 1DOS	125	Y
LAMOTRIGINE MYLAN	CPR DISPERS	25MG	NULL	NULL	30	N03A0	4260001	LAMOTRIGINE	AAG	Oral Solid Immediate	CPR MACHER  OR.SOL.INST.	CPR DISPERS 25MG 30	25	MG
ARNICA MONT BOIRON	LIQ APPL CUT	NULL	NULL	60ML	1	M02A0	5004202	ARNICA MONTANA	MGA	External Form	LIQUIDE       A USA.EXT.	LIQ APPL CUT 60ML	NULL	NULL
PARACETAMOL DCI	SACH PDR	1000MG	NULL	5.46G	1	N02B0	6430448	PARACETAMOL	DEP	Oral Liquid Immediate	PDR DOSE    OR.LIQ.INST.	SACH PDR 1000MG 5.46G	1000	MG
LATANOPROST MYLAN	COLLYRE	50Y	NULL	2.5ML	3	S01E2	4523302	LATANOPROST	NGB	Ophthalmological	COLLYRE        OPHTALMO.	COLLYRE 50Y 1ML 3 2.5ML	50	Y
TAMSULOSINE EG	LP CPR	0.4MG	NULL	NULL	30	G04C2	3712103	TAMSULOSIN	BAA	Oral Solid Delayed	COMPRIME     OR.SOL.RET.	LP CPR .4MG 30	0.4	MG
MIX 3B	CPR	NULL	NULL	NULL	90	V07A2	2907201	VITAMIN B COMPLEX	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR 90	NULL	NULL
AMLODIPINE ISOMED	GELULE	10MG	NULL	NULL	90	C08A0	3677504	AMLODIPINE	ACA	Oral Solid Immediate	CAPSULES    OR.SOL.INST.	GELULE 10MG 90	10	MG
CERTICAN	CPR	0.25MG	NULL	NULL	60	L04X0	3496907	EVEROLIMUS	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR .25MG 60	0.25	MG
ZONISAMIDE DCI	GELULE	25MG	NULL	NULL	14	N03A0	4008599	ZONISAMIDE	ACA	Oral Solid Immediate	CAPSULES    OR.SOL.INST.	GELULE 25MG 14	25	MG
LANSOPRAZOLE MYLAN	CPR ORODISP.	15MG	NULL	NULL	14	A02B2	4309908	LANSOPRAZOLE	AAB	Oral Solid Immediate	CPR ORODISP OR SOL INST.	CPR ORODISP. 15MG 14	15	MG
FYCOMPA	CPR PELLIC	8MG	NULL	NULL	28	N03A0	4851503	PERAMPANEL	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PELLIC 8MG 28	8	MG
ULTRAPROCT	POM RECT	NULL	NULL	30G	1	C05A1	9162202	CLEMIZOLE+CINCHOCAINE+FLUOCORTOLONE	MSA	External Form	ONGUENT       A USA.EXT.	POM RECT 30G	NULL	NULL
SIMVASTATINE PFIZ	CPR PELLIC	10MG	NULL	NULL	28	C10A1	4678907	SIMVASTATIN	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PELLIC 10MG 28	10	MG
BEZAFIBRATE DCI	LP CPR	400MG	NULL	NULL	90	C10A2	1242001	BEZAFIBRATE	BAA	Oral Solid Delayed	COMPRIME     OR.SOL.RET.	LP CPR 400MG 90	400	MG
LETROZOLE SANDOZ	CPR PELLIC	2.5MG	NULL	NULL	30	L02B3	3943401	LETROZOLE	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PELLIC 2.5MG 30	2.5	MG
ATORVASTATINE KRKA	CPR PELLIC	80MG	NULL	NULL	90	C10A1	4829302	ATORVASTATIN	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PELLIC 80MG 90	80	MG
LISINOPRIL ACTAVIS	CPR SEC	20MG	NULL	NULL	90	C09A0	2159804	LISINOPRIL	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR SEC 20MG 90	20	MG
MOMETASONE DCI	PDR INH 30D	400Y	NULL	NULL	1	R03D1	1018104	MOMETASONE	REP	Pulmonary	POUDRE DOSE      PULMON.	PDR INH 30D 400Y 1DOS	400	Y
DEXAMET+GLYCOL+SAL	AMP.PERCUT	NULL	NULL	2ML	10	M02A0	3250402	ETHYLENE GLYCOL+SALICYLIC ACID+DEXAMETHASONE	MMA	External Form	AMPOULE       A USA.EXT.	AMP.PERCUT 10 2ML	NULL	NULL
ELIQUIS	CPR PELLIC	2.5MG	NULL	NULL	10	B01F0	3450501	APIXABAN	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PELLIC 2.5MG 10	2.5	MG
CYPROHEPTADINE DCI	CPR.	4MG	NULL	NULL	30	A15A0	4661801	CYPROHEPTADINE	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR. 4MG 30	4	MG
VEGECARDINE	GELULES	NULL	NULL	NULL	60	V07A2	5069101	PYRIDOXINE+THIAMINE+MAGNESIUM+CRATAEGUS LAEVIGATA	ACA	Oral Solid Immediate	CAPSULES    OR.SOL.INST.	GELULES 60	NULL	NULL
GLIMEPIRIDE SANDOZ	CPR	2MG	NULL	NULL	90	A10H0	3789611	GLIMEPIRIDE	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR 2MG 90	2	MG
VITAROS	CREME	300Y	NULL	0.1G	4	G04E9	5095701	ALPROSTADIL	MTN	External Form	CREMES TOPIQ UNIDOSE	CREME 300Y 4 100MG	300	Y
IRBESART.HYDR SAND	CPR 150/12.5	NULL	NULL	NULL	30	C09D1	4902605	HYDROCHLOROTHIAZIDE+IRBESARTAN	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR 150MG/12.5MG 30	NULL	NULL
VALSARTAN TEVA	CPR PELLIC	80MG	NULL	NULL	90	C09C0	4185204	VALSARTAN	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PELLIC 80MG 90	80	MG
BISOPROLOL ZENTIVA	CPR SEC	10MG	NULL	NULL	30	C07A0	4735102	BISOPROLOL	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR SEC 10MG 30	10	MG
TRAMADOL PARAC TEV	CPR PELLIC	NULL	NULL	NULL	20	N02B0	4831901	PARACETAMOL+TRAMADOL	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PELLIC 20	NULL	NULL
DICLOFENAC URGO	GEL TB	1%	NULL	50G	1	M02A0	5092401	DICLOFENAC	MVA	External Form	GEL/SOL         TOPIQUE	GEL TB 1% 50G	1	%
FENOFIBRATE ZYDUS	CPR	160MG	NULL	NULL	90	C10A2	3405310	FENOFIBRATE	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR 160MG 90	160	MG
REDUCYS	GELULE	NULL	NULL	NULL	30	V07A2	4378201	COPPER+SELENIUM+VACCINIUM MACROCARPON+ERICA ARBOREA+LACTOBACILLUS RHAMNOSUS	ACA	Oral Solid Immediate	CAPSULES    OR.SOL.INST.	GELULE 30	NULL	NULL
SIMVASTATINE ZYDUS	CPR PEL SEC	40MG	NULL	NULL	30	C10A1	3501108	SIMVASTATIN	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PEL SEC 40MG 30	40	MG
MYLIFE	SAFETY LANC	NULL	NULL	NULL	200	V99B0	4395801	NULL	VZY	Non Human Usage Products	AUTRE PARA.NON US.HUMAIN	SAFETY LANC 200	NULL	NULL
OPHTAXIA	UNIDOSES	NULL	NULL	10ML	10	V07A2	2023802	CALCIUM+MAGNESIUM+POTASSIUM+SODIUM	NGN	Ophthalmological	SOLUT.UNIDOSE  OPHTALMO.	UNIDOSES 10 10ML	NULL	NULL
