FDA preferred term	UNII	Drugbank Name	Drugbank Id	Rxcui	RxTerm
TIVIRAPINE	7WP69N3Y3Y	5-CHLORO-8-METHYL-7-(3-METHYL-BUT-2-ENYL)-6,7,8,9-TETRAHYDRO-2H-2,7,9A-TRIAZA-BENZO[CD]AZULENE-1-THIONE	DB08600		
TIZANIDINE	6AI06C00GW	TIZANIDINE	DB00697	57258	IN
TOBRAMYCIN	VZ8RRZ51VK	TOBRAMYCIN	DB00684	10627	IN
TOFACITINIB	87LA6FU830	3-{(3R,4R)-4-METHYL-3-[METHYL(7H-PYRROLO[2,3-D]PYRIMIDIN-4-YL)AMINO]PIPERIDIN-1-YL}-3-OXOPROPANENITRILE	DB08183	1357536	IN
TOLAZAMIDE	9LT1BRO48Q	TOLAZAMIDE	DB00839	10633	IN
TOLAZOLINE	CHH9H12AQ3	TOLAZOLINE	DB00797	10634	IN
TOLBUTAMIDE	982XCM1FOI	TOLBUTAMIDE	DB01124	10635	IN
TOLCAPONE	CIF6334OLY	TOLCAPONE	DB00323	72937	IN
TOLMETIN	D8K2JPN18B	TOLMETIN	DB00500	10636	IN
TOLNAFTATE	06KB629TKV	TOLNAFTATE	DB00525	10637	IN
TOLRESTAT	0T93LG5NMK	TOLRESTAT	DB02383	38386	IN
TOLTERODINE	WHE7A56U7K	TOLTERODINE	DB01036	119565	IN
TOLUENE	3FPU23BG52	TOLUENE	DB01900	1311381	IN
TOPIRAMATE	0H73WJJ391	TOPIRAMATE	DB00273	38404	IN
TOPIROXOSTAT	0J877412JV	4-[5-PYRIDIN-4-YL-1H-[1,2,4]TRIAZOL-3-YL]-PYRIDINE-2-CARBONITRILE	DB01685		
TOPOTECAN	7M7YKX2N15	TOPOTECAN	DB01030	57308	IN
TOREMIFENE	7NFE54O27T	TOREMIFENE	DB00539	38409	IN
TORSEMIDE	W31X2H97FB	TORASEMIDE	DB00214	38413	IN
TOXOPYRIMIDINE	G62V17J09J	4-AMINO-5-HYDROXYMETHYL-2-METHYLPYRIMIDINE	DB02022		
TOYOCAMYCIN	L7995C4D7F	TUBERCIDIN	DB03172		
TRABECTEDIN	ID0YZQ2TCP	TRABECTEDIN	DB05109		
TRAMETINIB	33E86K87QN	TRAMETINIB	DB08911	1425099	IN
TRANDOLAPRIL	1T0N3G9CRC	TRANDOLAPRIL	DB00519	38454	IN
TRANEXAMIC ACID	6T84R30KC1	TRANEXAMIC ACID	DB00302	10691	IN
TRANILAST	HVF50SMY6E	2-{[(2E)-3-(3,4-DIMETHOXYPHENYL)PROP-2-ENOYL]AMINO}BENZOIC ACID	DB07615	57330	IN
TRAVOPROST	WJ68R08KX9	TRAVOPROST	DB00287	283809	IN
TRAZODONE	YBK48BXK30	TRAZODONE	DB00656	10737	IN
TREPROSTINIL	RUM6K67ESG	TREPROSTINIL	DB00374	343048	IN
TRETAZICAR	7865D5D01M	CB1954	DB04253		
TRETINOIN	5688UTC01R	TRETINOIN	DB00755	10753	IN
TRIACETONE TRIPEROXIDE	62T938ZGDD	TATP	DB01763		
TRIAMCINOLONE	1ZK20VI6TY	TRIAMCINOLONE	DB00620	10759	IN
TRIAMTERENE	WS821Z52LQ	TRIAMTERENE	DB00384	10763	IN
TRIAZOLAM	1HM943223R	TRIAZOLAM	DB00897	10767	IN
TRIBENURON-METHYL	D0493A985P	TRIBENURON METHYL	DB03656		
TRICETIN	5627PY99ZO	5,7-DIHYDROXY-2-(3,4,5-TRIHYDROXYPHENYL)-4H-CHROMEN-4-ONE	DB08230		
TRICHOSTATIN A	3X2S926L3Z	7-[4-(DIMETHYLAMINO)PHENYL]-N-HYDROXY-4,6-DIMETHYL-7-OXO-2,4-HEPTADIENAMIDE	DB04297		
TRICLOSAN	4NM5039Y5X	TRICLOSAN	DB08604	10795	IN
TRICOSANOIC ACID	MUC9A0MS6V	TRICOSANOIC ACID	DB03500		
TRICYCLAZOLE	R7U3MEU7VR	TRICYCLAZOLE	DB02891		
TRIDECANOIC ACID	19936LIY2V	N-TRIDECANOIC ACID	DB02448		
TRIDOLGOSIR	RSY4RK37KQ	SWAINSONINE	DB02034		
TRIETHYLENE GLYCOL	3P5SU53360	2-[2-(2-HYDROXY-ETHOXY)-ETHOXY]-ETHANOL	DB02327	1368702	IN
TRIETHYL PHOSPHATE	QIH4K96K7J	TRIETHYL PHOSPHATE	DB03347		
TRIFLUOPERAZINE	214IZI85K3	TRIFLUOPERAZINE	DB00831	10800	IN
TRIFLUPROMAZINE	RO16TQF95Y	TRIFLUPROMAZINE	DB00508	10805	IN
TRIFLURIDINE	RMW9V5RW38	TRIFLURIDINE	DB00432	10803	IN
TRIFLUSAL	1Z0YFI05OO	TRIFLUSAL	DB08814	38655	IN
TRIGLYME	32YXG88KK0	1-METHOXY-2-[2-(2-METHOXY-ETHOXY]-ETHANE	DB02078		
TRIHYDROXYCHALCONE	B9CTI9GB8F	2',4,4'-TRIHYDROXYCHALCONE	DB03285		
TRILOSTANE	L0FPV48Q5R	TRILOSTANE	DB01108	38668	IN
TRIMETHADIONE	R7GV3H6FQ4	TRIMETHADIONE	DB00347	10827	IN
TRIMETHOBENZAMIDE	W2X096QY97	TRIMETHOBENZAMIDE	DB00662	38685	IN
TRIMETHOPRIM	AN164J8Y0X	TRIMETHOPRIM	DB00440	10829	IN
TRIMETREXATE	UPN4ITI8T4	TRIMETREXATE	DB01157	42333	IN
TRIOXSALEN	Y6UY8OV51T	TRIOXSALEN	DB04571	10844	IN
TRIPELENNAMINE	3C5ORO99TY	TRIPELENNAMINE	DB00792	10847	IN
TRIPHOSPHORIC ACID	NU43IAG5BC	TRIPHOSPATE	DB03896	1364529	IN
TRIPROLIDINE	2L8T9S52QM	TRIPROLIDINE	DB00427	10849	IN
TROLEANDOMYCIN	C4DZ64560D	TROLEANDOMYCIN	DB01361	10864	IN
TROMETHAMINE	023C2WHX2V	TRIS(HYDROXYMETHYL)AMINOMETHANE	DB03754	10865	IN
TROPINE	7YXR19M72Y	PSEUDOTROPINE	DB04026		
TROSPIUM	T4Y8ORK057	TROSPIUM	DB00209	236778	IN
TROVAFLOXACIN	9F388J00UK	TROVAFLOXACIN	DB00685	115552	IN
TROXACITABINE	60KQZ0388Y	TROXACITABINE	DB04961		
TRYPTAMINE	422ZU9N5TV	2-(1H-INDOL-3-YL)ETHANAMINE	DB08653		
TRYPTOPHAN	8DUH1N11BX	L-TRYPTOPHAN	DB00150	10898	IN
TRYPTOPHANAMIDE	0K2B9SB26H	L-TRYPTOPHANAMIDE	DB04537		
TRYPTOPHAN, D-	7NS97N9H1G	D-TRYPTOPHAN	DB03225		
TUBERCIDIN	M351LCX45Y	TUBERCIDIN	DB03172		
TUBOCURARINE	W9YXS298BM	TUBOCURARINE	DB01199	10917	IN
TYMAZOLINE	U993RH5585	TYMAZOLINE	DB08803		
TYROSINE	42HK56048U	D-TYROSINE	DB03839	10962	IN
TYROSINE AMIDE	05LU01CS4T	L-TYROSINAMIDE	DB03380		
UBENIMEX	I0J33N5627	BESTATIN	DB03424		
UBIQUINONE Q2	I7T5V2W47R	UBIQUINONE-2	DB08690	1423925	IN
ULIPRISTAL ACETATE	YF7V70N02B	CDB-2914	DB05366	1005920	PIN
UNDECANAL	B6P0A9PSHN	UNDECANAL	DB04093		
URACIL	56HH86ZVCT	URACIL	DB03419	10995	IN
URACIL MUSTARD	W7KQ46GJ8U	URACIL MUSTARD	DB00791	10996	IN
UREA	8W8T17847W	UREA	DB03904	11002	IN
URETHANE	3IN71E75Z5	ETHYL CARBAMATE	DB04827	1420982	IN
URIC ACID	268B43MJ25	URIC ACID	DB08844	1427088	IN
URIDINE 5'-TRIPHOSPHATE	UT0S826Z60	URIDINE 5'-TRIPHOSPHATE	DB04005		
URIDINE DIPHOSPHATE GLUCURONIC ACID	04SZC4MEFQ	UDP-GLUCURONIC ACID	DB03041		
URIDINE TRIACETATE	2WP61F175M	TRIACETYL URIDINE	DB05425		
URIDINE	WHI7HQ7H85	URIDINE	DB02745	11017	IN
UROCANIC ACID	G8D26XJJ3B	TRANS-UROCANIC ACID	DB01971		
URSODIOL	724L30Y2QR	URSODEOXYCHOLIC ACID	DB01586	11065	PIN
VALACYCLOVIR	MZ1IW7Q79D	VALACICLOVIR	DB00577	73645	IN
VALDECOXIB	2919279Q3W	VALDECOXIB	DB00580	278567	IN
VALERALDEHYDE	B975S3014W	PENTANAL	DB01919		
VALERIC ACID	GZK92PJM7B	N-VALERIC ACID	DB02406	1546454	IN
VALINE	HG18B9YRS7	L-VALINE	DB00161	11115	IN
VALOPICITABINE	I2T0B5G94M	THYMALFASIN	DB04900		
VALPROIC ACID	614OI1Z5WI	VALPROIC ACID	DB00313	11118	PIN
VALPROMIDE	RUA6CWU76G	VALPROMIDE	DB04165	23420	IN
VALRUBICIN	2C6NUM6878	VALRUBICIN	DB00385	31435	IN
VALSARTAN	80M03YXJ7I	VALSARTAN	DB00177	69749	IN
VANCOMYCIN	6Q205EH1VU	VANCOMYCIN	DB00512	11124	IN
VANDETANIB	YO460OQ37K	VANDETANIB	DB05294	1098413	IN
VANOXERINE	90X28IKH43	VANOXERINE	DB03701		
VAPITADINE DIHYDROCHLORIDE	R612XR8A9F	VAPITADINE DIHYDROCHLORIDE	DB05738		
VAPREOTIDE	2PK59M9GFF	VAPREOTIDE	DB04894		
VARDENAFIL	UCE6F4125H	VARDENAFIL	DB00862	306674	IN
VARENICLINE	W6HS99O8ZO	VARENICLINE	DB01273	591622	IN
VATALANIB	5DX9U76296	VATALANIB	DB04879		
VECURONIUM	5438723848	VECURONIUM	DB01339	71535	IN
VELIPARIB	01O4K0631N	(2R)-2-(7-CARBAMOYL-1H-BENZIMIDAZOL-2-YL)-2-METHYLPYRROLIDINIUM	DB07232		
VEMURAFENIB	207SMY3FQT	VEMURAFENIB	DB08881	1147220	IN
VIDARABINE ANHYDROUS	3XQD2MEW34	VIDARABINE	DB00194		
VIDARABINE	FA2DM6879K	VIDARABINE	DB00194	11194	IN
VILAZODONE	S239O2OOV3	VILAZODONE	DB06684	1086769	IN
VILDAGLIPTIN	I6B4B2U96P	VILDAGLIPTIN	DB04876	596554	IN
VINBLASTINE	5V9KLZ54CY	VINBLASTINE	DB00570	11198	IN
VINCRISTINE	5J49Q6B70F	VINCRISTINE	DB00541	11202	IN
VINDESINE	RSA8KO39WH	VINDESINE	DB00309	11204	IN
VINORELBINE	Q6C979R91Y	VINORELBINE	DB00361	39541	IN
VINYLSULFONIC ACID	GJ6489R1WE	VINYLSULPHONIC ACID	DB04359		
VIOLAXANTHIN	51C926029A	VIOLAXANTHIN	DB03460		
VIOMYCIN	YVU35998K5	VIOMYCIN	DB06827		
VIRGINIAMYCIN M1	8W4UOL59AZ	VIRGINIAMYCIN M1	DB01669		
VIRGINIAMYCIN S1	J91D5GN5AT	VIRGINIAMYCIN FACTOR S1	DB04805		
VISMODEGIB	25X868M3DS	VISMODEGIB	DB08828	1242987	IN
VITAMIN D4	KN41X73N6C	DIHYDROTACHYSTEROL	DB01070		
VOGLIBOSE	S77P977AG8	VOGLIBOSE	DB04878		
VORICONAZOLE	JFU09I87TR	VORICONAZOLE	DB00582	121243	IN
VORINOSTAT	58IFB293JI	VORINOSTAT	DB02546	194337	IN
VX-745	TYL52QM320	5-(2,6-DICHLOROPHENYL)-2-[(2,4-DIFLUOROPHENYL)SULFANYL]-6H-PYRIMIDO[1,6-B]PYRIDAZIN-6-ONE	DB07138		
WX-UK1	UJ925Q0P3B	WX-UK1	DB05476		
XANTHINE	1AVZ07U9S7	XANTHINE	DB02134	1311085	IN
XIMELAGATRAN	49HFB70472	XIMELAGATRAN	DB04898		
XYLITOL	VCQ006KQ1E	D-XYLITOL	DB01904	11377	IN
XYLOMETAZOLINE	WPY40FTH8K	XYLOMETAZOLINE	DB06694	39841	IN
YOHIMBINE	2Y49VWD90Q	YOHIMBINE	DB01392	220982	IN
ZAFIRLUKAST	XZ629S5L50	ZAFIRLUKAST	DB00549	114970	IN
ZALCITABINE	6L3XT8CB3I	ZALCITABINE	DB00943	3363	IN
ZALEPLON	S62U433RMH	ZALEPLON	DB00962	74667	IN
ZANAMIVIR	L6O3XI777I	ZANAMIVIR	DB00558	69722	IN
ZANAPEZIL	0A0800O89N	ZANAPEZIL	DB04859		
ZARDAVERINE	TQ358GWH6Y	6-(4-DIFLUOROMETHOXY-3-METHOXY-PHENYL)-2H-PYRIDAZIN-3-ONE	DB02918		
ZENARESTAT	180C9PJ8JT	[3-(4-BROMO-2-FLUORO-BENZYL)-7-CHLORO-2,4-DIOXO-3,4-DIHYDRO-2H-QUINAZOLIN-1-YL]-ACETIC ACID	DB02132		
ZIDOVUDINE	4B9XT59T7S	ZIDOVUDINE	DB00495	11413	IN
ZIMELDINE	3J928617DW	ZIMELIDINE	DB04832		
ZINC	J41CSQ7QDS	ZINC	DB01593	11416	IN
ZIPRASIDONE	6UKA5VEJ6X	ZIPRASIDONE	DB00246	115698	IN
ZOFENOPRILAT	4G4WDK2YBS	L-PROLINE, 1-[(2S)-3-MERCAPTO-2-METHYL-1-OXOPROPYL]-4-(PHENYLTHIO)-, 4S	DB08766		
ZOLEDRONIC ACID ANHYDROUS	70HZ18PH24	ZOLEDRONATE	DB00399	1546014	PIN
ZOLMITRIPTAN	2FS66TH3YW	ZOLMITRIPTAN	DB00315	135775	IN
ZOLPIDEM	7K383OQI23	ZOLPIDEM	DB00425	39993	IN
ZOMEPIRAC	822G987U9J	ZOMEPIRAC	DB04828	39994	IN
ZONISAMIDE	459384H98V	ZONISAMIDE	DB00909	39998	IN
ZOPOLRESTAT	1PV3S9WP3D	3,4-DIHYDRO-4-OXO-3-((5-TRIFLUOROMETHYL-2-BENZOTHIAZOLYL)METHYL)-1-PHTHALAZINE ACETIC ACID	DB08772		
ZUCLOPENTHIXOL	47ISU063SG	ZUCLOPENTHIXOL	DB01624	114176	IN
ZUCLOPENTHIXOL	47ISU063SG	ZUCLOPENTHIXOL DECANOATE	DB08920	114176	IN
ZUCLOPENTHIXOL ACETATE	349S2ZHF05	ZUCLOPENTHIXOL ACETATE	DB08919	58338	PIN
ZUCLOPENTHIXOL DECANOATE	TSS9KIZ5OG	ZUCLOPENTHIXOL DECANOATE	DB08920	58339	PIN
