source_concept_code	source_concept_name	source_concept_desc	source_concept_class_id	target_concept_id	target_concept_name	precedence	conversion_factor	invalid_indicator
"stof00908"	"imatinib mesilaat"		"Ingredient"	"1304107"	"imatinib"	"1"		
"stof00217"	"bisacodyl"		"Ingredient"	"924939"	"Bisacodyl"	"1"		
"stof00217"	"bisacodyl"		"Ingredient"	"924939"	"Bisacodyl"	"1"		
"stof02027"	"obinutuzumab"		"Ingredient"	"44507676"	"obinutuzumab"	"1"		
"stof00455"	"cyproteron acetaat"		"Ingredient"	"19010792"	"Cyproterone"	"1"		
"stof01631"	"sotalol hydrochloride"		"Ingredient"	"1370109"	"Sotalol"	"1"		
"stof02326"	"migalastat hydrochloride"		"Ingredient"	"35200267"	"migalastat"	"1"		
"stof01683"	"temocilline dinatrium"		"Ingredient"	"19100438"	"temocillin"	"1"		
"stof00374"	"cinnarizine"		"Ingredient"	"19097481"	"Cinnarizine"	"1"		
"stof00374"	"cinnarizine"		"Ingredient"	"19097481"	"Cinnarizine"	"1"		
"stof00327"	"cetirizine dihydrochloride"		"Ingredient"	"1149196"	"Cetirizine"	"1"		
"stof01441"	"povidon-jood"		"Ingredient"	"1750087"	"Povidone-Iodine"	"1"		
"stof00915"	"immunoglobulinen, anti-Rh(D)"		"Ingredient"	"535714"	"Rho(D) Immune Globulin"	"1"		
"stof02366"	"susoctocog alfa"		"Ingredient"	"1352213"	"Factor VIII"	"1"		
"stof00969"	"jodium (gejodeerde olie)"		"Ingredient"	"1780601"	"Iodine"	"1"		
"stof01858"	"zofenopril calcium"		"Ingredient"	"19102107"	"zofenopril"	"1"		
"stof01541"	"rifabutine"		"Ingredient"	"1777417"	"Rifabutin"	"1"		
"stof01512"	"rabiësvirus (geïnactiveerd)"		"Ingredient"	"46234308"	"Rabies virus"	"1"		
"stof00684"	"felodipine"		"Ingredient"	"1353776"	"Felodipine"	"1"		
"stof00684"	"felodipine"		"Ingredient"	"1353776"	"Felodipine"	"1"		
"stof01056"	"lisinopril"		"Ingredient"	"1308216"	"Lisinopril"	"1"		
"stof01056"	"lisinopril"		"Ingredient"	"1308216"	"Lisinopril"	"1"		
"stof01484"	"protamine sulfaat"		"Ingredient"	"19054242"	"Protamine Sulfate (USP)"	"1"		
"stof01718"	"thiamfenicol glycinaathydrochloride"		"Ingredient"	"19137362"	"Thiamphenicol"	"1"		
"stof00774"	"fosamprenavir calcium"		"Ingredient"	"1736829"	"fosamprenavir"	"1"		
"stof01305"	"olanzapine pamoaat"		"Ingredient"	"785788"	"olanzapine"	"1"		
"stof01408"	"pioglitazon hydrochloride"		"Ingredient"	"1525215"	"pioglitazone"	"1"		
"stof01722"	"Thuja occidentalis (tinctuur)"		"Ingredient"	"42900080"	"Thuja occidentalis bark extract"	"5"		
"stof01722"	"Thuja occidentalis (tinctuur)"		"Ingredient"	"42900083"	"Thuja occidentalis root extract"	"6"		
"stof01722"	"Thuja occidentalis (tinctuur)"		"Ingredient"	"19082629"	"Thuja occidentalis preparation"	"4"		
"stof01722"	"Thuja occidentalis (tinctuur)"		"Ingredient"	"42904249"	"Thuja occidentalis whole extract"	"2"		
"stof01722"	"Thuja occidentalis (tinctuur)"		"Ingredient"	"42900081"	"Thuja occidentalis leaf extract"	"3"		
"stof01722"	"Thuja occidentalis (tinctuur)"		"Ingredient"	"42900082"	"Thuja occidentalis leafy twig extract"	"1"		
"stof00270"	"calcitonine (zalm)"		"Ingredient"	"1537655"	"salmon calcitonin"	"1"		
"stof00393"	"clavulanaat kalium"		"Ingredient"	"1759842"	"Clavulanate"	"1"		
"stof01754"	"tobramycine sulfaat"		"Ingredient"	"902722"	"Tobramycin"	"1"		
"stof02374"	"pibrentasvir"		"Ingredient"	"793844"	"pibrentasvir"	"1"		
"stof01116"	"meloxicam"		"Ingredient"	"1150345"	"meloxicam"	"1"		
"stof00092"	"amitriptyline hydrochloride"		"Ingredient"	"710062"	"Amitriptyline"	"1"		
"stof01081"	"magnesium carbonaat"		"Ingredient"	"908464"	"magnesium carbonate"	"1"		
"stof00889"	"ibuprofen arginine"		"Ingredient"	"1177480"	"Ibuprofen"	"1"		
"stof00614"	"epoëtine bèta"		"Ingredient"	"19001311"	"epoetin beta"	"1"		
"stof02088"	"formoterol fumaraat"		"Ingredient"	"1196677"	"formoterol"	"1"		
"stof02088"	"formoterol fumaraat"		"Ingredient"	"1196677"	"formoterol"	"1"		
"stof00504"	"dextromethorfan"		"Ingredient"	"1119510"	"Dextromethorphan"	"1"		
"stof01080"	"magnesium aspartaat"		"Ingredient"	"19019131"	"Magnesium Aspartate"	"1"		
"stof01218"	"mycofenolaat mofetil"		"Ingredient"	"19003999"	"mycophenolate mofetil"	"1"		
"stof01498"	"pyrazinamide"		"Ingredient"	"1759455"	"Pyrazinamide"	"1"		
"stof01498"	"pyrazinamide"		"Ingredient"	"1759455"	"Pyrazinamide"	"1"		
"stof00751"	"flupentixol decanoaat"		"Ingredient"	"19055982"	"Flupenthixol"	"1"		
"stof02010"	"vedolizumab"		"Ingredient"	"45774639"	"vedolizumab"	"1"		
"stof01747"	"tipranavir"		"Ingredient"	"1736999"	"tipranavir"	"1"		
"stof01189"	"mirtazapine"		"Ingredient"	"725131"	"Mirtazapine"	"1"		
"stof01189"	"mirtazapine"		"Ingredient"	"725131"	"Mirtazapine"	"1"		
"stof01424"	"Plantago ovata (zaadvlies)"		"Ingredient"	"42899921"	"Plantago ovata seed extract"	"1"		
"stof00373"	"cinchocaïne hydrochloride"		"Ingredient"	"923840"	"Dibucaine"	"1"		
"stof00427"	"clozapine"		"Ingredient"	"800878"	"Clozapine"	"1"		
"stof00427"	"clozapine"		"Ingredient"	"800878"	"Clozapine"	"1"		
"stof02061"	"pembrolizumab"		"Ingredient"	"45775965"	"pembrolizumab"	"1"		
"stof02373"	"glecaprevir"		"Ingredient"	"793843"	"glecaprevir"	"1"		
"stof01002"	"lactitol"		"Ingredient"	"19071236"	"lactitol"	"1"		
"stof02091"	"ijzer(II) sulfaat"		"Ingredient"	"1396131"	"ferrous sulfate"	"1"		
"stof02091"	"ijzer(II) sulfaat"		"Ingredient"	"1396131"	"ferrous sulfate"	"1"		
"stof00268"	"calcipotriol"		"Ingredient"	"908921"	"calcipotriene"	"1"		
"stof00268"	"calcipotriol"		"Ingredient"	"908921"	"calcipotriene"	"1"		
"stof00015"	"acenocoumarol"		"Ingredient"	"19024063"	"Acenocoumarol"	"1"		
"stof00015"	"acenocoumarol"		"Ingredient"	"19024063"	"Acenocoumarol"	"1"		
"stof01085"	"magnesiumoxide"		"Ingredient"	"993631"	"Magnesium Oxide"	"1"		
"stof01763"	"torasemide"		"Ingredient"	"942350"	"torsemide"	"1"		
"stof00103"	"amoxicilline natrium en base"		"Ingredient"	"1713332"	"Amoxicillin"	"1"		
"stof01638"	"stiripentol"		"Ingredient"	"35200286"	"stiripentol"	"1"		
"stof00896"	"ifosfamide"		"Ingredient"	"19078187"	"Ifosfamide"	"1"		
"stof00896"	"ifosfamide"		"Ingredient"	"19078187"	"Ifosfamide"	"1"		
"stof00980"	"kamfer"		"Ingredient"	"938205"	"Camphor"	"1"		
"stof00412"	"clonidine hydrochloride"		"Ingredient"	"1398937"	"Clonidine"	"1"		
"stof00601"	"entacapon"		"Ingredient"	"782211"	"entacapone"	"1"		
"stof01319"	"orlistat"		"Ingredient"	"741530"	"orlistat"	"1"		
"stof01367"	"parecoxib natrium"		"Ingredient"	"19003570"	"parecoxib"	"1"		
"stof00364"	"ciclosporine"		"Ingredient"	"19010482"	"Cyclosporine"	"1"		
"stof00472"	"darifenacine hydrobromide"		"Ingredient"	"916230"	"darifenacin"	"1"		
"stof02038"	"ruxolitinib fosfaat"		"Ingredient"	"40244464"	"ruxolitinib"	"1"		
"stof01566"	"ropivacaïne hydrochloride"		"Ingredient"	"1136487"	"ropivacaine"	"1"		
"stof01566"	"ropivacaïne hydrochloride"		"Ingredient"	"1136487"	"ropivacaine"	"1"		
"stof01543"	"rifamycine natrium"		"Ingredient"	"19136008"	"Rifamycins"	"1"		
"stof00160"	"Bacillus Calmette-Guérin (stam Tice)"		"Ingredient"	"19086176"	"BCG, Live, Tice Strain"	"1"		
"stof01862"	"zolpidem hemitartraat"		"Ingredient"	"744740"	"zolpidem"	"1"		
"stof00488"	"dequalinium chloride"		"Ingredient"	"19016063"	"Dequalinium"	"1"		
"stof01405"	"pimozide"		"Ingredient"	"745790"	"Pimozide"	"1"		
"stof01405"	"pimozide"		"Ingredient"	"745790"	"Pimozide"	"1"		
"stof00100"	"amorolfine hydrochloride"		"Ingredient"	"19032619"	"Amorolfine"	"1"		
"stof02093"	"ipratropium bromide"		"Ingredient"	"1112921"	"Ipratropium"	"1"		
"stof02093"	"ipratropium bromide"		"Ingredient"	"1112921"	"Ipratropium"	"1"		
"stof01626"	"somatropine"		"Ingredient"	"1584910"	"Somatropin"	"1"		
"stof01664"	"Symphytum officinale (vloeibaar ethanolisch extract)"		"Ingredient"	"44814448"	"Symphytum officinale whole extract"	"1"		
"stof01834"	"vincristine sulfaat"		"Ingredient"	"1308290"	"Vincristine"	"1"		
"stof00947"	"irbesartan"		"Ingredient"	"1347384"	"irbesartan"	"1"		
"stof00914"	"immunoglobulinen"		"Ingredient"	"19117912"	"Immunoglobulin G"	"1"		
"stof01154"	"methyldopa"		"Ingredient"	"1305447"	"Methyldopa"	"1"		
"stof01154"	"methyldopa"		"Ingredient"	"1305447"	"Methyldopa"	"1"		
"stof00383"	"citalopram hydrobromide"		"Ingredient"	"797617"	"Citalopram"	"1"		
"stof02030"	"turoctocog alfa"		"Ingredient"	"1352213"	"Factor VIII"	"1"		
"stof00510"	"diclofenac kalium"		"Ingredient"	"1124300"	"Diclofenac"	"1"		
"stof01492"	"proxymetacaïne hydrochloride"		"Ingredient"	"929504"	"proparacaine"	"1"		
"stof00240"	"bromazepam"		"Ingredient"	"19030353"	"Bromazepam"	"1"		
"stof00240"	"bromazepam"		"Ingredient"	"19030353"	"Bromazepam"	"1"		
"stof01904"	"pertuzumab"		"Ingredient"	"42801287"	"pertuzumab"	"1"		
"stof00634"	"escitalopram oxalaat"		"Ingredient"	"715939"	"Escitalopram"	"1"		
"stof01331"	"oxcarbazepine"		"Ingredient"	"718122"	"oxcarbazepine"	"1"		
"stof00539"	"disopyramide"		"Ingredient"	"1335606"	"Disopyramide"	"1"		
"stof00539"	"disopyramide"		"Ingredient"	"1335606"	"Disopyramide"	"1"		
"stof00539"	"disopyramide"		"Ingredient"	"1335606"	"Disopyramide"	"1"		
"stof00901"	"ijzer(III) dextraan"		"Ingredient"	"1381661"	"Iron-Dextran Complex"	"1"		
"stof00163"	"bacteriënfiltraat (polyvalent)"		"Ingredient"	"36256130"	"Polyvalent bacterial infiltrate"	"1"		
"stof01660"	"sunitinib malaat"		"Ingredient"	"1336539"	"sunitinib"	"1"		
"stof02379"	"nonacog gamma"		"Ingredient"	"35602783"	"factor IX complex"	"1"		
"stof02155"	"dapagliflozine"		"Ingredient"	"44785829"	"dapagliflozin"	"1"		
"stof01525"	"rasburicase"		"Ingredient"	"1304565"	"Rasburicase"	"1"		
"stof01525"	"rasburicase"		"Ingredient"	"1304565"	"Rasburicase"	"1"		
"stof00782"	"fosinopril natrium"		"Ingredient"	"1363749"	"Fosinopril"	"1"		
"stof00271"	"calcitriol"		"Ingredient"	"19035631"	"Calcitriol"	"1"		
"stof00271"	"calcitriol"		"Ingredient"	"19035631"	"Calcitriol"	"1"		
"stof00301"	"caspofungine acetaat"		"Ingredient"	"1718054"	"Caspofungin"	"1"		
"stof00074"	"alverine citraat"		"Ingredient"	"19030751"	"alverine"	"1"		
"stof00581"	"eculizumab"		"Ingredient"	"19080458"	"eculizumab"	"1"		
"stof02353"	"elotuzumab"		"Ingredient"	"35604032"	"elotuzumab"	"1"		
"stof01071"	"losartan kalium"		"Ingredient"	"1367500"	"Losartan"	"1"		
"stof01766"	"totale proteïnen (waaronder fibrinogeen en fibronectine)"		"Ingredient"	"19025693"	"plasma protein fraction"	"1"		
"stof01658"	"sumatriptan succinaat"		"Ingredient"	"1140643"	"Sumatriptan"	"1"		
"stof01687"	"tenecteplase"		"Ingredient"	"19098548"	"Tenecteplase"	"1"		
"stof01687"	"tenecteplase"		"Ingredient"	"19098548"	"Tenecteplase"	"1"		
"stof01699"	"terpentijn (vluchtige olie)"		"Ingredient"	"1106647"	"Turpentine"	"1"		
"stof00287"	"carbachol"		"Ingredient"	"940183"	"Carbachol"	"1"		
"stof00287"	"carbachol"		"Ingredient"	"940183"	"Carbachol"	"1"		
"stof01303"	"olaflur"		"Ingredient"	"36878977"	"olaflur"	"1"		
"stof00886"	"ibandronaat natrium"		"Ingredient"	"1512480"	"Ibandronate"	"1"		
"stof00694"	"fenofibraat (gemicroniseerd)"		"Ingredient"	"1551803"	"Fenofibrate"	"1"		
"stof01731"	"tibolon"		"Ingredient"	"19041933"	"tibolone"	"1"		
"stof01450"	"pravastatine natrium"		"Ingredient"	"1551860"	"Pravastatin"	"1"		
"stof00206"	"bexaroteen"		"Ingredient"	"1389888"	"bexarotene"	"1"		
"stof01354"	"panitumumab"		"Ingredient"	"19100985"	"panitumumab"	"1"		
"stof02310"	"elbasvir"		"Ingredient"	"35606465"	"elbasvir"	"1"		
"stof00422"	"clorofeen"		"Ingredient"	"19051093"	"clorophene"	"1"		
"stof00994"	"L-leucine"		"Ingredient"	"19088571"	"Leucine"	"1"		
"stof01714"	"theofylline"		"Ingredient"	"1237049"	"Theophylline"	"1"		
"stof01030"	"levobunolol hydrochloride"		"Ingredient"	"932815"	"Levobunolol"	"1"		
"stof01635"	"spironolacton"		"Ingredient"	"970250"	"Spironolactone"	"1"		
"stof00202"	"betaxolol hydrochloride"		"Ingredient"	"1322081"	"Betaxolol"	"1"		
"stof01149"	"methotrexaat dinatrium"		"Ingredient"	"1305058"	"Methotrexate"	"1"		
"stof01427"	"pneumokokken, 10 types (polysachariden, geconjugeerd)"		"Ingredient"	"40163661"	"pneumococcal capsular polysaccharide type 1 vaccine"			
"stof01427"	"pneumokokken, 10 types (polysachariden, geconjugeerd)"		"Ingredient"	"40163674"	"pneumococcal capsular polysaccharide type 14 vaccine"			
"stof01427"	"pneumokokken, 10 types (polysachariden, geconjugeerd)"		"Ingredient"	"40163680"	"pneumococcal capsular polysaccharide type 18C vaccine"			
"stof01427"	"pneumokokken, 10 types (polysachariden, geconjugeerd)"		"Ingredient"	"40163684"	"pneumococcal capsular polysaccharide type 19F vaccine"			
"stof01427"	"pneumokokken, 10 types (polysachariden, geconjugeerd)"		"Ingredient"	"40163692"	"pneumococcal capsular polysaccharide type 23F vaccine"			
"stof01427"	"pneumokokken, 10 types (polysachariden, geconjugeerd)"		"Ingredient"	"40163698"	"pneumococcal capsular polysaccharide type 4 vaccine"			
"stof01427"	"pneumokokken, 10 types (polysachariden, geconjugeerd)"		"Ingredient"	"40163700"	"pneumococcal capsular polysaccharide type 5 vaccine"			
"stof01427"	"pneumokokken, 10 types (polysachariden, geconjugeerd)"		"Ingredient"	"40163702"	"pneumococcal capsular polysaccharide type 6B vaccine"			
"stof01427"	"pneumokokken, 10 types (polysachariden, geconjugeerd)"		"Ingredient"	"40163704"	"pneumococcal capsular polysaccharide type 7F vaccine"			
"stof01427"	"pneumokokken, 10 types (polysachariden, geconjugeerd)"		"Ingredient"	"40163710"	"pneumococcal capsular polysaccharide type 9V vaccine"			
"stof00170"	"bazedoxifeen acetaat"		"Ingredient"	"44506794"	"bazedoxifene"	"1"		
"stof00954"	"isoprenaline hydrochloride"		"Ingredient"	"1183554"	"Isoproterenol"	"1"		
"stof02398"	"Hedera helix (droog extract)"		"Ingredient"	"42904005"	"Hedera helix flowering twig extract"	"3"		
"stof02398"	"Hedera helix (droog extract)"		"Ingredient"	"42899164"	"Hedera helix top extract"	"2"		
"stof02398"	"Hedera helix (droog extract)"		"Ingredient"	"42899163"	"Hedera helix leaf extract"	"1"		
"stof01573"	"rotigotine"		"Ingredient"	"786426"	"Rotigotine"	"1"		
"stof01573"	"rotigotine"		"Ingredient"	"786426"	"Rotigotine"	"1"		
"stof01582"	"salicylzuur"		"Ingredient"	"964407"	"Salicylic Acid"	"1"		
"stof01119"	"memantine hydrochloride"		"Ingredient"	"701322"	"Memantine"	"1"		
"stof00959"	"isradipine"		"Ingredient"	"1326012"	"Isradipine"	"1"		
"stof00959"	"isradipine"		"Ingredient"	"1326012"	"Isradipine"	"1"		
"stof00543"	"dobutamine hydrochloride"		"Ingredient"	"1337720"	"Dobutamine"	"1"		
"stof01913"	"sofosbuvir"		"Ingredient"	"44785094"	"sofosbuvir"	"1"		
"stof01309"	"olmesartan medoxomil"		"Ingredient"	"40226742"	"olmesartan"	"1"		
"stof01537"	"Rheum palmatum (antrachinonderivaten)"		"Ingredient"	"43560642"	"Rheum palmatum root extract"	"2"		
"stof01537"	"Rheum palmatum (antrachinonderivaten)"		"Ingredient"	"44507876"	"Rheum palmatum whole extract"	"1"		
"stof01069"	"lormetazepam"		"Ingredient"	"19007977"	"lormetazepam"	"1"		
"stof00468"	"dantroleen natrium"		"Ingredient"	"711714"	"Dantrolene"	"1"		
"stof01957"	"tetracycline hydrochloride"		"Ingredient"	"1836948"	"Tetracycline"	"1"		
"stof01732"	"ticagrelor"		"Ingredient"	"40241186"	"Ticagrelor"	"1"		
"stof01732"	"ticagrelor"		"Ingredient"	"40241186"	"Ticagrelor"	"1"		
"stof01897"	"ivacaftor"		"Ingredient"	"42709323"	"ivacaftor"	"1"		
"stof01304"	"olanzapine"		"Ingredient"	"785788"	"olanzapine"	"1"		
"stof00820"	"Ginkgo biloba (extract, EGb761)"		"Ingredient"	"19098505"	"Ginkgo Biloba Leaf Extract"	"1"		
"stof00043"	"alendronaat natrium"		"Ingredient"	"1557272"	"Alendronate"	"1"		
"stof00552"	"donepezil hydrochloride"		"Ingredient"	"715997"	"donepezil"	"1"		
"stof00517"	"difenhydramine hydrochloride"		"Ingredient"	"1129625"	"Diphenhydramine"	"1"		
"stof01335"	"oxybuprocaïne hydrochloride"		"Ingredient"	"935529"	"Benoxinate"	"1"		
"stof01455"	"prednisolon acetaat"		"Ingredient"	"1550557"	"prednisolone"	"1"		
"stof01027"	"levertraan"		"Ingredient"	"19101604"	"Cod Liver Oil"	"1"		
"stof00881"	"hydroxyzine dihydrochloride"		"Ingredient"	"777221"	"Hydroxyzine"	"1"		
"stof00216"	"biperideen hydrochloride"		"Ingredient"	"724908"	"Biperiden"	"1"		
"stof01008"	"lanoline (vloeibaar)"		"Ingredient"	"19087317"	"Lanolin"	"1"		
"stof00791"	"fusidinezuur"		"Ingredient"	"19010400"	"Fusidate"	"1"		
"stof00660"	"etomidaat"		"Ingredient"	"19050488"	"Etomidate"	"1"		
"stof00729"	"fluconazol"		"Ingredient"	"1754994"	"Fluconazole"	"1"		
"stof00692"	"fenobarbital"		"Ingredient"	"734275"	"Phenobarbital"	"1"		
"stof01123"	"menotrofine (HMG) (FSH 1 200 IE + LH 1 200 IE)"		"Ingredient"	"1588712"	"Follicle Stimulating Hormone"			
"stof01123"	"menotrofine (HMG) (FSH 1 200 IE + LH 1 200 IE)"		"Ingredient"	"1589795"	"Luteinizing Hormone"			
"stof00824"	"gliclazide"		"Ingredient"	"19059796"	"Gliclazide"	"1"		
"stof00824"	"gliclazide"		"Ingredient"	"19059796"	"Gliclazide"	"1"		
"stof00596"	"enalapril maleaat"		"Ingredient"	"1341927"	"Enalapril"	"1"		
"stof00263"	"C1-esteraseremmer"		"Ingredient"	"45892906"	"C1 esterase inhibitor"	"1"		
"stof01666"	"tacrolimus"		"Ingredient"	"950637"	"Tacrolimus"	"1"		
"stof01666"	"tacrolimus"		"Ingredient"	"950637"	"Tacrolimus"	"1"		
"stof01666"	"tacrolimus"		"Ingredient"	"950637"	"Tacrolimus"	"1"		
"stof01666"	"tacrolimus"		"Ingredient"	"950637"	"Tacrolimus"	"1"		
"stof00766"	"folinaat dinatrium"		"Ingredient"	"36878754"	"Disodium folinate"	"1"		
"stof00282"	"capecitabine"		"Ingredient"	"1337620"	"capecitabine"	"1"		
"stof01312"	"omalizumab"		"Ingredient"	"1110942"	"omalizumab"	"1"		
"stof01703"	"testosteron isocaproaat"		"Ingredient"	"1636780"	"Testosterone"	"1"		
"stof00955"	"isopropanol"		"Ingredient"	"19028106"	"Isopropyl Alcohol"	"1"		
"stof01228"	"naftidrofuryl waterstofoxalaat"		"Ingredient"	"19014035"	"Nafronyl"	"1"		
"stof01855"	"zinkoxide"		"Ingredient"	"911064"	"Zinc Oxide"	"1"		
"stof00130"	"asenapine maleaat"		"Ingredient"	"40164052"	"Asenapine"	"1"		
"stof01282"	"nomegestrol acetaat"		"Ingredient"	"19015533"	"nomegestrol"	"1"		
"stof02094"	"irinotecan hydrochloride"		"Ingredient"	"1367268"	"irinotecan"	"1"		
"stof02094"	"irinotecan hydrochloride"		"Ingredient"	"1367268"	"irinotecan"	"1"		
"stof00058"	"allergeenextract van 1 grassoort"		"Ingredient"	"40161488"	"Timothy grass pollen extract"	"2"		
"stof00058"	"allergeenextract van 1 grassoort"		"Ingredient"	"1594456"	"Phleum pratense allergenic extract"	"1"		
"stof00653"	"ethylloflazepaat"		"Ingredient"	"19095467"	"ethyl loflazepate"	"1"		
"stof01749"	"tirofiban hydrochloride"		"Ingredient"	"19017067"	"tirofiban"	"1"		
"stof01915"	"tetrabenazine"		"Ingredient"	"836877"	"Tetrabenazine"	"1"		
"stof01915"	"tetrabenazine"		"Ingredient"	"836877"	"Tetrabenazine"	"1"		
"stof01010"	"lanreotide acetaat"		"Ingredient"	"1503501"	"lanreotide"	"1"		
"stof01172"	"metoclopramide hydrochloride"		"Ingredient"	"906780"	"Metoclopramide"	"1"		
"stof00982"	"kaolien"		"Ingredient"	"984801"	"Kaolin"	"1"		
"stof01486"	"proteïne C"		"Ingredient"	"42801108"	"Protein C"	"1"		
"stof01496"	"pseudo-efedrine hydrochloride"		"Ingredient"	"1154332"	"Pseudoephedrine"	"1"		
"stof00474"	"darunavir ethanolaat"		"Ingredient"	"1756831"	"darunavir"	"1"		
"stof01393"	"pentoxifylline"		"Ingredient"	"1331247"	"Pentoxifylline"	"1"		
"stof01393"	"pentoxifylline"		"Ingredient"	"1331247"	"Pentoxifylline"	"1"		
"stof02028"	"ijzer(III) (onder vorm van sucroferri-oxyhydroxide)"		"Ingredient"	"44785066"	"sucroferric oxyhydroxide"	"1"		
"stof01197"	"mizolastine"		"Ingredient"	"19086100"	"mizolastine"	"1"		
"stof00161"	"bacitracine"		"Ingredient"	"915175"	"Bacitracin"	"1"		
"stof01507"	"quinagolide hydrochloride"		"Ingredient"	"19024140"	"quinagolide"	"1"		
"stof00620"	"eptacog alfa (geactiveerd)"		"Ingredient"	"1352141"	"Factor VIIa"	"1"		
"stof01055"	"liraglutide"		"Ingredient"	"40170911"	"liraglutide"	"1"		
"stof00499"	"dexmedetomidine"		"Ingredient"	"19061088"	"Dexmedetomidine"	"1"		
"stof00499"	"dexmedetomidine"		"Ingredient"	"19061088"	"Dexmedetomidine"	"1"		
"stof01481"	"propylthiouracil"		"Ingredient"	"1554072"	"Propylthiouracil"	"1"		
"stof01481"	"propylthiouracil"		"Ingredient"	"1554072"	"Propylthiouracil"	"1"		
"stof00014"	"aceclofenac"		"Ingredient"	"19029393"	"aceclofenac"	"1"		
"stof00084"	"amikacine sulfaat"		"Ingredient"	"1790868"	"Amikacin"	"1"		
"stof00549"	"domperidon"		"Ingredient"	"19037833"	"Domperidone"	"1"		
"stof01674"	"tasonermin"		"Ingredient"	"19071159"	"TASONERMIN"	"1"		
"stof01674"	"tasonermin"		"Ingredient"	"19071159"	"TASONERMIN"	"1"		
"stof01128"	"menthol"		"Ingredient"	"901656"	"Menthol"	"1"		
"stof01128"	"menthol"		"Ingredient"	"901656"	"Menthol"	"1"		
"stof01886"	"crizotinib"		"Ingredient"	"40242675"	"crizotinib"	"1"		
"stof01812"	"vandetanib"		"Ingredient"	"40238052"	"Vandetanib"	"1"		
"stof01812"	"vandetanib"		"Ingredient"	"40238052"	"Vandetanib"	"1"		
"stof00529"	"diltiazem hydrochloride"		"Ingredient"	"1328165"	"Diltiazem"	"1"		
"stof01199"	"modafinil"		"Ingredient"	"710650"	"modafinil"	"1"		
"stof01277"	"nitrofural"		"Ingredient"	"920378"	"Nitrofurazone"	"1"		
"stof01750"	"titaanoxide"		"Ingredient"	"19100760"	"titanium dioxide"	"1"		
"stof00022"	"aciclovir natrium"		"Ingredient"	"1703687"	"Acyclovir"	"1"		
"stof00378"	"ciprofloxacine waterstofsulfaat"		"Ingredient"	"1797513"	"Ciprofloxacin"	"1"		
"stof02432"	"lesinurad"		"Ingredient"	"35605425"	"lesinurad"	"1"		
"stof01576"	"rufinamide"		"Ingredient"	"19006586"	"rufinamide"	"1"		
"stof00182"	"benzalkonium chloride"		"Ingredient"	"916460"	"Benzalkonium"	"1"		
"stof01617"	"Sisymbrium officinale (droog extract)"		"Ingredient"	"42903802"	"Sisymbrium officianale whole extract"	"1"		
"stof01102"	"medroxyprogesteron acetaat"		"Ingredient"	"1500211"	"Medroxyprogesterone"	"1"		
"stof01140"	"mesterolon"		"Ingredient"	"19003140"	"Mesterolone"	"1"		
"stof00034"	"aescine"		"Ingredient"	"19048012"	"Escin"	"1"		
