concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
"(Percutaneous) (needle) biopsy of lymph nodes, spleen and thymus Lymph nodes, mediastinal"		"OPS"			"1-425.3"			
"Resection of the auricle, Total, histographically controlled (micrographic surgery)"		"OPS"			"5-182.3"			
"Other diagnostic catheterization to heart and blood vessels Probing of the ductus arteriosus"		"OPS"			"1-279.6"			
"Endoscopic biopsy at the lower digestive tract other"		"OPS"			"1-444.x"			
"Measurement of the intraocular pressure"		"OPS"			"1-220"			
"cardiac mapping Not otherwise specified"		"OPS"			"1-268.y"			
"Foreign body removal without incision On the surface, from the cornea"		"OPS"			"8-101.1"			
"Biopsy on the larynx by incision other"		"OPS"			"1-549.x"			
"Association for large-scale and serious skin diseases Without debridement Bad"		"OPS"			"8-191.20"			
"Other operations on the straight eye muscles other"		"OPS"			"5-10e.x"			
"Biopsy on peripheral nerves by incision nerve trunk"		"OPS"			"1-513.5"			
"Closed reduction of fracture or joint dislocation of the spine without internal fixation Closed reduction with immobilization by participating in the spinal cord"		"OPS"			"8-202.2"			
"Therapeutic percutaneous puncture of the central nervous system and eye ventricular shunt"		"OPS"			"8-151.2"			
"High-resolution electroencephalography [hdEEG] To localize functional areas of the brain"		"OPS"			"1-20d.1"			
"Association for large-scale and serious skin diseases 2500 cm² to 3000 cm² under the body surface"		"OPS"			"8-191.75"			
"Biopsy of lymph nodes by incision iliac"		"OPS"			"1-586.5"			
"Production and adaptation of facial prostheses with implant fixation not otherwise specified"		"OPS"			"8-221.y"			
"Wound care on the outer ear, NOS"		"OPS"			"5-183.y"			
"Foreign body removal by endoscopy By colonial / Rectoscopy with flexible instrument"		"OPS"			"8-100.9"			
"Biopsy in other digestive organs, and diaphragm (retro) incision through the peritoneum"		"OPS"			"1-55"			
"Foreign body removal from the skin without incision forearm"		"OPS"			"8-102.6"			
"diagnostic Tracheobronchoscopy With rigid instrument"		"OPS"			"1-620.1"			
"Surgical removal of a foreign body from the cornea other"		"OPS"			"5-120.x"			
"Biopsy to other structures of the mouth and oral cavity through incision alveolar"		"OPS"			"1-545.1"			
"Secondary insertion of an orbital implant into the Tenon capsule, Sheathed alloplastic implant"		"OPS"			"5-165.01"			
"Diagnostic endoscopy of Douglas space (Kuldoscopy)"		"OPS"			"1-696"			
"pH-metry of the stomach"		"OPS"			"1-317"			
"Therapeutic percutaneous puncture of urinary organs other"		"OPS"			"8-155.x"			
"Corneal transplantation and keratoprosthetics posterior"		"OPS"			"5-125.01"			
"Endosonographic fine needle aspiration on hepatobiliary system other"		"OPS"			"1-448.x"			
"Other excision, destruction and exenteration of the orbita and orbital skin, destruction"		"OPS"			"5-164.0"			
"Lowering of intraocular pressure by filtering operations Revision of a bleb"		"OPS"			"5-131.40"			
"Biopsy the oropharynx by incision"		"OPS"			"1-546"			
"Access by retrograde endoscopy"		"OPS"			"1-645"			
"Endosonographic fine needle aspiration on hepatobiliary system bile ducts"		"OPS"			"1-448.1"			
"Revision and removal of a lens alloplastic Revision of a posterior chamber lens"		"OPS"			"5-147.1"			
"Biopsy on joints and bursae by incision Other joints of the hand"		"OPS"			"1-504.c"			
"Diagnostic endoscopy of the digestive tract by incision and intraoperatively colon"		"OPS"			"1-695.2"			
"Resection of the auricle, NOS"		"OPS"			"5-182.y"			
"Biopsy of the breast by incision"		"OPS"			"1-501"			
"Percutaneous biopsy on respiratory organs with control by imaging techniques Biopsy without incision of the digestive organs"		"OPS"			"1-44"			
"Plastic correction of protruding ears, other"		"OPS"			"5-184.x"			
"Tympanoplasty with atticotomy or atticoantrotomy, With implantation of allogeneic or xenogeneic graft (e.g. Homoio ossicle)"		"OPS"			"5-195.a3"			
"Biopsy of blood vessels by incision"		"OPS"			"1-587"			
"Therapeutic percutaneous puncture of a joint other"		"OPS"			"8-158.x"			
"Transrectal biopsy at the male sex organs other"		"OPS"			"1-464.x"			
"Lowering of intraocular pressure by filtering operations other"		"OPS"			"5-131.4x"			
"(Percutaneous) (needle) biopsy of lymph nodes, spleen and thymus"		"OPS"			"1-425"			
"Multiple Sleep Latency Test (MSLT) / multiple stay awake test (MWT)"		"OPS"			"1-795"			
"Biopsy of other organs and tissues by incision abdominal wall"		"OPS"			"1-589.1"			
"Biopsy of gallbladder and bile ducts by incision"		"OPS"			"1-552"			
"Capsule endoscopy of the colon"		"OPS"			"1-656"			
"High-resolution electroencephalography [hdEEG] epilepsy diagnosis"		"OPS"			"1-21"			
"Secondary insertion of an orbital implant into the Tenon capsule, other"		"OPS"			"5-165.0x"			
"Debilitating operations on a straight eye muscle Rear storage with interposition"		"OPS"			"5-10b.4"			
"Biopsy without incision of the mouth and oral cavity gingiva"		"OPS"			"1-420.3"			
"Biopsy of other organs and tissues by incision not otherwise specified"		"OPS"			"1-589.y"			
"Excision and destruction of diseased tissue of the iris, ciliary body and sclera"		"OPS"			"5-135"			
"magnetocardiography"		"OPS"			"1-269"			
"Biopsy of uterus and cervix by incision cervix uteri"		"OPS"			"1-571.1"			
"orbitotomy"		"OPS"			"5-160"			
"(Secondary) introducing and changing a lens alloplastic change"		"OPS"			"5-146.2"			
"Revision and removal of a lens alloplastic not otherwise specified"		"OPS"			"5-147.y"			
"Biopsy of blood vessels by incision thoracic vessels"		"OPS"			"1-587.2"			
"Other reconstruction of the outer ear, Correction of a snail ear"		"OPS"			"5-188.1"			
"Extracorporeal shock wave lithotripsy [ESWL] of stones in other organs salivary glands"		"OPS"			"8-112.1"			
"Fixation of the retina by scleral buckling surgery By temporary seal"		"OPS"			"5-152.1"			
"Lowering of intraocular pressure by enhancing aqueous humor circulation surgical iridectomy"		"OPS"			"5-133.0"			
"Biopsy without incision of the mouth and oral cavity floor of the mouth"		"OPS"			"1-420.6"			
"Removal of the eyeball [enucleation], With simultaneous insertion of an orbital implant outside the Tenon capsule, Coated alloplastic implant"		"OPS"			"5-163.21"			
"Therapeutic purging of a joint not otherwise specified"		"OPS"			"8-178.y"			
"Biopsy of uterus and cervix by incision"		"OPS"			"1-571"			
"Debilitating interventions at an oblique eye muscle not otherwise specified"		"OPS"			"5-10g.y"			
"Other operations on the ossicles"		"OPS"			"5-193"			
"Other operations on the retina Rotation of the retina"		"OPS"			"5-156.3"			
"Change of an orbital implant, Subcutaneous fatty tissue graft"		"OPS"			"5-165.32"			
"Diagnostic endoscopy of the upper gastrointestinal tract over a stoma Diagnostic gastroscopy"		"OPS"			"1-638.2"			
"Biopsy of mediastinal and other intrathoracic organs by incision, other"		"OPS"			"1-581.x"			
"Biopsy of blood vessels by incision other"		"OPS"			"1-587.x"			
"Other extracorporeal shock wave therapy other"		"OPS"			"8-119.x"			
"Therapeutic percutaneous puncture of female sex organs not otherwise specified"		"OPS"			"8-157.y"			
"Angiokardiographie as an independent measure Right and left ventricles"		"OPS"			"1-276.22"			
"Other extracorporeal shock wave therapy penis"		"OPS"			"8-119.0"			
"Production and adaptation of facial prostheses with implant fixation other"		"OPS"			"8-221.x"			
"Biopsy of the vagina by incision"		"OPS"			"1-572"			
"Therapeutic lavage (lavage) of the sinuses"		"OPS"			"8-172"			
"Therapeutic drainage of organs of the abdominal cavity gallbladder"		"OPS"			"8-146.1"			
"Revision of a stapedectomy, Without implantation of a prosthesis"		"OPS"			"5-192.00"			
"Tympanoplasty with antrotomy or mastoidectomy"		"OPS"			"5-195.b"			
"orbitotomy Trans Frontal access"		"OPS"			"5-160.1"			
"Right heart catheterization Measurement of lung water"		"OPS"			"1-273.6"			
"Other operations on the retina other"		"OPS"			"5-156.x"			
"Percutaneous (needle) biopsy of endocrine organs"		"OPS"			"1-406"			
"Removal of the eyeball [enucleation], With simultaneous insertion of an orbital implant outside the Tenon capsule"		"OPS"			"5-163.2"			
"Other reconstruction of the outer ear, Plastic of the earlobe"		"OPS"			"5-188.3"			
"Percutaneous (needle) biopsy of peripheral nerves nervous shoulder"		"OPS"			"1-405.2"			
"Application of a donor stool suspension Manipulation of the urinary tract"		"OPS"			"8-13"			
"Plastic reconstruction of parts of the auricle, With galea flap"		"OPS"			"5-186.1"			
"Therapeutic purging of a joint hip joint"		"OPS"			"8-178.g"			
"Stereotactic biopsy of intracranial tissue cerebrum"		"OPS"			"1-511.0"			
"Foreign body removal from the skin without incision Thighs and knees"		"OPS"			"8-102.8"			
"Other therapeutic catheterization and insert cannula Catheterization of the sinuses"		"OPS"			"8-149.1"			
"Percutaneous (needle) biopsy of urinary organs and male sex organs prostate"		"OPS"			"1-463.1"			
"Other operations on the lens Iris Print intraocular individual patient"		"OPS"			"5-149.23"			
"(Percutaneous) (needle) biopsy of female sex organs perineal area"		"OPS"			"1-470.6"			
"Therapeutic percutaneous puncture of the central nervous system and eye other"		"OPS"			"8-151.x"			
"Other operations on the cornea Removal of a corneal prosthesis"		"OPS"			"5-129.5"			
"diagnostic colposcopy"		"OPS"			"1-671"			
"Other operations on the oblique muscles adhesiolysis"		"OPS"			"5-10j.0"			
"Tympanoplasty with creation of an ear radical cavity, other"		"OPS"			"5-195.cx"			
"Tympanoplasty with antrotomy or mastoidectomy, With implantation of an autogenous graft (for example, auto ossicles)"		"OPS"			"5-195.b1"			
"Percutaneous (needle) biopsy of urinary organs and male sex organs kidney"		"OPS"			"1-463.0"			
"Vitrectomy with other access and other operations on vitreous not otherwise specified"		"OPS"			"5-159.y"			
"Diagnostic Rhinoscopy"		"OPS"			"1-612"			
"Operations on the sclera"		"OPS"			"5-138"			
"Biopsy of mediastinal and other intrathoracic organs by incision, bronchus"		"OPS"			"1-581.2"			
"Debilitating interventions at an oblique eye muscle other"		"OPS"			"5-10g.x"			
"Preparation and adjustment of facial prostheses with adhesive or glasses fixation"		"OPS"			"8-220"			
"Biopsy the testicle through incision"		"OPS"			"1-565"			
"(Secondary) introducing and changing a lens alloplastic Secondary insertion at aphakem eye"		"OPS"			"5-146.0"			
"Other operations for fixation of the retina Laser retinopexy"		"OPS"			"5-154.2"			
"Percutaneous (needle) biopsy of peripheral nerves nervous foot"		"OPS"			"1-405.9"			
"Removing a foreign body from the eye lens other"		"OPS"			"5-140.x"			
"Endoscopic biopsy at the lower digestive tract 1 to 5 biopsies"		"OPS"			"1-444.7"			
"Lowering of intraocular pressure by filtering operations With no nahtfixiertem implant, with drain under the conjunctiva"		"OPS"			"5-131.63"			
"Biopsy to other structures of the mouth and oral cavity through incision floor of the mouth"		"OPS"			"1-545.3"			
"Removal of the eyeball [enucleation], With simultaneous insertion of an orbital implant into the Tenon capsule"		"OPS"			"5-163.1"			
"Instrumental 3D gait analysis with kinetics"		"OPS"			"1-798.1"			
"Percutaneous biopsy of intracranial tissue with control by imaging techniques Cranial nerves and ganglia, intracranial"		"OPS"			"1-401.4"			
"Other excision, destruction and exenteration of the orbita and orbital skin, partial excision of diseased tissue"		"OPS"			"5-164.1"			
"Association for large-scale and serious skin diseases Überknüpfpolsterverband, large area"		"OPS"			"8-191.4"			
"Therapeutic lavage (lavage) of the eye"		"OPS"			"8-170"			
"Capsulotomy of the lens By laser capsulotomy"		"OPS"			"5-142.2"			
"Investigation of cerebro spinal fluid system Measurement of the intracranial pressure"		"OPS"			"1-204.0"			
"Removal of a foreign body from orbit and eyeball not otherwise specified other"		"OPS"			"5-161.x"			
"Lowering of intraocular pressure by enhancing aqueous humor circulation laser trabeculoplasty"		"OPS"			"5-133.3"			
"Other manipulations of the urinary tract other"		"OPS"			"8-139.x"			
"Therapeutic purging of the retroperitoneal space in case of laying drainage and temporary abdominal closure In case of laying drainage (closed lavage)"		"OPS"			"8-177.0"			
"Diagnostic endoscopy of the bile and pancreatic routes"		"OPS"			"1-64"			
"Diagnostic endoscopy by puncture, incision and intra-operatively to the central nervous system, Not otherwise specified"		"OPS"			"1-698.y"			
"Biopsy of muscles and soft tissues by incision hull"		"OPS"			"1-502.4"			
"Therapeutic percutaneous puncture of organs of thorax"		"OPS"			"8-152"			
"Removal of a foreign body from orbit and eyeball not otherwise specified not otherwise specified"		"OPS"			"5-161.y"			
"Biopsy at the outer auditory canal by incision"		"OPS"			"1-531"			
"Percutaneous (needle) biopsy of endocrine organs other"		"OPS"			"1-406.x"			
"Intracapsular extraction of the lens other"		"OPS"			"5-143.x"			
"Other microsurgical operations on the middle ear"		"OPS"			"5-199"			
"Ment breeze force"		"OPS"			"8-210"			
"Desinvagination"		"OPS"			"8-122"			
"Excision and destruction of (diseased) tissues of the conjunctiva"		"OPS"			"5-112"			
"Stereotactic biopsy of intracranial tissue"		"OPS"			"1-511"			
"Biopsy of lymph nodes by incision not otherwise specified"		"OPS"			"1-586.y"			
"Therapeutic percutaneous puncture of a joint Temporomandibular joint"		"OPS"			"8-158.s"			
"Insert, change and removal of a ureteral stent [Ureteral] transurethral"		"OPS"			"8-137.10"			
"Extracorporeal shock wave lithotripsy [ESWL] of stones in the urinary organs not otherwise specified"		"OPS"			"8-110.y"			
"(Percutaneous) biopsy of lymph nodes, spleen and thymus with control by imaging techniques other"		"OPS"			"1-426.x"			
"Extracapsular extraction of the lens [ECCE] Lens nucleus expression and / or -Aspiration over sclero-corneal access"		"OPS"			"5-144.2"			
"Other operations on sclera, anterior chamber of the eye, the iris and ciliary body Anterior chamber lavage"		"OPS"			"5-139.1"			
"Electrophysiological examination of the heart catheter-based, At state after heart transplantation"		"OPS"			"1-265.d"			
"Right heart catheterization Pressure measurement with measurement of the shunt flow"		"OPS"			"1-273.2"			
"Invasive intraoperative diagnosis of epilepsy Electrical stimulation in general anesthesia"		"OPS"			"1-212.1"			
"Biopsy of pituitary and pineal by incision"		"OPS"			"1-514"			
"Therapeutic percutaneous puncture of the central nervous system and eye lumbar puncture"		"OPS"			"8-151.4"			
"Transposition of an oblique eye muscle not otherwise specified"		"OPS"			"5-10h.y"			
"diagnostic esophagogastroduodenoscopy In normal situs"		"OPS"			"1-632.0"			
"Biopsy of heart and pericardium by incision, heart"		"OPS"			"1-580.0"			
"Investigation of cerebro spinal fluid system cerebrospinal fluid collection from an indwelling catheter"		"OPS"			"1-204.5"			
